index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Lee,Chokee,475,86,83,20,0,189,40,42,78,0,160,0,0,0,0,0,349,
1,Lee,Redbone,4841,703,1772,272,2,2749,138,371,215,1,725,11,10,7,0,28,3502,
2,Lee,Smithville,998,115,250,42,0,407,108,94,68,0,270,1,0,1,0,2,679,
3,Lee,CJC,614,130,264,31,0,425,9,39,17,0,65,1,2,0,0,3,493,
4,Lee,Leesburg,3313,377,1038,142,1,1558,132,390,152,0,674,10,13,1,0,24,2256,
5,Lee,Friendship Baptist,1376,223,515,70,0,808,28,110,39,0,177,4,4,1,0,9,994,
6,Lee,First Baptist,3921,510,1395,247,0,2152,148,515,277,1,941,10,12,4,0,26,3119,
7,Lee,SDA Church,1576,272,544,100,0,916,53,167,88,0,308,8,6,0,0,14,1238,
8,Lee,Flint Reformed Baptist,2621,326,875,107,0,1308,94,251,116,0,461,9,9,1,0,19,1788,
9,Lee,Century Fire Station,3162,312,992,190,1,1495,145,439,193,0,777,8,12,4,0,24,2296,
