index,County,Precinct,Registered Voters,Lin Parrish (I) (Rep)_Election Day Votes,Lin Parrish (I) (Rep)_Advanced Voting Votes,Lin Parrish (I) (Rep)_Absentee by Mail Votes,Lin Parrish (I) (Rep)_Provisional Votes,Lin Parrish (I) (Rep)_Choice Total,Total,
0,Cook,Delle Beamguard,2446,266,969,217,0,1452,1452,
