index,County,Precinct,Registered Voters,Austin Scott (I) (Rep)_Election Day Votes,Austin Scott (I) (Rep)_Advanced Voting Votes,Austin Scott (I) (Rep)_Absentee by Mail Votes,Austin Scott (I) (Rep)_Provisional Votes,Austin Scott (I) (Rep)_Choice Total,Lindsay Holliday (Dem)_Election Day Votes,Lindsay Holliday (Dem)_Advanced Voting Votes,Lindsay Holliday (Dem)_Absentee by Mail Votes,Lindsay Holliday (Dem)_Provisional Votes,Lindsay Holliday (Dem)_Choice Total,Total,
0,Cook,Cecil,1899,136,446,57,0,639,104,270,111,1,486,1125,
1,Cook,Delle Beamguard,2446,204,892,149,0,1245,84,188,111,0,383,1628,
2,Cook,Elm Pine,531,8,12,7,0,27,75,95,69,0,239,266,
3,Cook,Lenox,1275,246,394,67,0,707,70,56,34,0,160,867,
4,Cook,Massee,919,100,379,37,0,516,13,78,23,0,114,630,
5,Cook,New Life Baptist Church,1233,235,464,56,0,755,18,58,28,0,104,859,
6,Cook,Riverbend,1280,128,571,105,0,804,14,72,30,0,116,920,
7,Cook,Sparks,1049,69,122,33,0,224,119,118,71,0,308,532,
