index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Cook,Cecil,1899,1,4,3,0,8,2,4,4,0,10,49,172,27,0,248,1,0,1,0,2,2,15,1,0,18,1,1,0,0,2,3,9,1,0,13,24,61,28,0,113,8,18,6,0,32,3,9,2,0,14,8,18,3,0,29,10,25,0,0,35,70,222,17,1,310,2,1,1,0,4,4,2,1,0,7,1,2,2,0,5,2,4,4,0,10,7,19,1,0,27,44,153,65,0,262,1,5,1,0,7,1156,
1,Cook,Delle Beamguard,2446,0,0,1,0,1,2,5,2,0,9,64,321,55,0,440,1,1,0,0,2,3,14,2,0,19,1,1,1,0,3,3,12,2,0,17,19,40,15,0,74,5,8,6,0,19,3,10,1,0,14,9,7,5,0,21,9,18,4,0,31,117,504,85,0,706,3,9,1,0,13,4,6,2,0,12,0,1,1,0,2,2,3,3,0,8,7,26,0,0,33,39,107,68,0,214,1,1,2,0,4,1642,
2,Cook,Elm Pine,531,0,1,0,0,1,0,1,2,0,3,3,5,0,0,8,0,1,1,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,13,18,20,0,51,6,4,2,0,12,0,0,0,0,0,5,5,3,0,13,3,4,3,0,10,4,3,1,0,8,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,51,68,38,0,157,0,0,0,0,0,278,
3,Cook,Lenox,1275,0,1,1,0,2,1,0,0,0,1,94,154,20,0,268,0,1,1,0,2,8,7,1,0,16,0,0,0,0,0,2,2,1,0,5,14,15,3,0,32,1,1,2,0,4,3,2,0,0,5,3,2,0,0,5,3,4,1,0,8,126,211,44,0,381,3,1,0,0,4,4,1,1,0,6,2,0,0,0,2,1,2,0,0,3,5,11,1,0,17,50,38,24,0,112,0,3,0,0,3,876,
4,Cook,Massee,919,0,3,0,0,3,1,2,0,0,3,28,137,9,0,174,0,2,0,0,2,2,8,0,0,10,0,2,0,0,2,2,3,0,0,5,2,13,0,0,15,2,5,4,0,11,3,4,0,0,7,0,3,2,0,5,2,7,2,0,11,60,219,25,0,304,0,1,0,0,1,1,3,0,0,4,0,0,0,0,0,1,1,1,0,3,2,9,0,0,11,7,39,14,0,60,0,1,0,0,1,632,
5,Cook,New Life Baptist Church,1233,1,1,0,0,2,1,0,1,0,2,76,150,28,0,254,0,1,0,0,1,9,8,0,0,17,2,2,3,0,7,0,8,0,0,8,4,11,4,0,19,0,5,1,0,6,1,5,0,0,6,1,2,0,0,3,6,2,6,0,14,130,283,23,0,436,3,2,0,0,5,1,4,0,0,5,0,2,0,0,2,0,2,1,0,3,6,11,0,0,17,11,34,14,0,59,0,2,0,0,2,868,
6,Cook,Riverbend,1280,0,0,0,0,0,0,1,0,0,1,40,213,39,0,292,1,0,0,0,1,4,7,2,0,13,1,1,1,0,3,1,8,0,0,9,4,6,5,0,15,1,7,1,0,9,2,10,0,0,12,0,4,1,0,5,3,9,7,0,19,75,312,58,0,445,0,4,2,0,6,2,3,0,0,5,0,1,0,0,1,0,4,2,0,6,1,8,2,0,11,8,35,14,0,57,0,3,0,0,3,913,
7,Cook,Sparks,1049,1,0,1,0,2,1,1,1,0,3,23,47,8,0,78,0,1,0,0,1,3,4,0,0,7,1,0,0,0,1,5,5,1,0,11,34,30,17,0,81,5,7,1,0,13,1,0,1,0,2,10,12,3,0,25,7,8,2,0,17,34,61,18,0,113,5,4,3,0,12,0,0,0,0,0,0,0,0,0,0,2,0,5,0,7,1,6,2,0,9,65,64,35,0,164,1,1,1,0,3,549,
