index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Hall,Wilson,0,373,1439,1027,0,2839,117,611,471,0,1199,4038,
1,Hall,Chicopee,0,314,884,324,0,1522,100,341,148,0,589,2111,
2,Hall,Oakwood I,0,253,650,239,0,1142,110,243,92,0,445,1587,
3,Hall,Oakwood II,0,361,1211,468,0,2040,137,528,213,0,878,2918,
4,Hall,Flowery Branch I,0,379,1284,508,0,2171,138,562,243,0,943,3114,
5,Hall,Flowery Branch II,0,359,960,350,0,1669,142,406,135,0,683,2352,
6,Hall,Roberts,0,421,1610,767,0,2798,182,732,329,0,1243,4041,
7,Hall,Morgan I,0,406,1294,355,0,2055,137,499,177,0,813,2868,
8,Hall,Morgan II,0,364,1484,518,0,2366,135,548,211,0,894,3260,
9,Hall,Candler,0,540,1604,545,0,2689,169,609,260,0,1038,3727,
10,Hall,Tadmore,0,583,1311,532,0,2426,194,478,212,0,884,3310,
11,Hall,Glade,0,351,1035,356,0,1742,100,384,158,0,642,2384,
12,Hall,Lula,0,469,934,245,0,1648,151,376,147,0,674,2322,
13,Hall,Clermont,0,319,1269,270,0,1858,120,524,142,0,786,2644,
14,Hall,Quillians,0,170,1045,206,0,1421,81,465,140,0,686,2107,
15,Hall,Bark Camp,0,424,1958,573,0,2955,125,681,292,0,1098,4053,
16,Hall,Chestatee,0,402,1139,442,0,1983,151,436,211,0,798,2781,
17,Hall,Fork,0,383,935,376,0,1694,180,419,195,0,794,2488,
18,Hall,Whelchel,0,331,1399,441,0,2171,120,556,271,0,947,3118,
19,Hall,West Whelchel,0,297,1237,717,0,2251,89,441,249,0,779,3030,
20,Hall,Gainesville I,0,362,993,534,0,1889,108,364,224,0,696,2585,
21,Hall,Gainesville II,0,260,487,452,0,1199,77,156,94,0,327,1526,
22,Hall,Gainesville III,0,464,902,374,0,1740,131,305,167,0,603,2343,
23,Hall,Gainesville IV,0,219,674,318,0,1211,76,230,118,0,424,1635,
24,Hall,Gainesville V,0,153,355,149,0,657,43,120,72,0,235,892,
25,Hall,Gillsville,0,230,266,67,0,563,110,128,43,0,281,844,
26,Hall,Big Hickory,0,280,1359,374,0,2013,120,576,193,0,889,2902,
27,Hall,Friendship I,0,449,2912,1360,0,4721,167,1146,611,0,1924,6645,
28,Hall,Friendship II,0,330,1022,264,0,1616,134,432,149,0,715,2331,
29,Hall,Friendship III,0,326,1505,427,0,2258,106,656,171,0,933,3191,
30,Hall,Friendship IV,0,163,1368,298,0,1829,55,595,183,0,833,2662,
