index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Hall,Wilson,0,1,4,0,0,5,7,3,5,0,15,182,1101,606,0,1889,2,3,5,0,10,6,14,11,0,31,1,3,2,0,6,5,9,7,0,21,37,84,58,0,179,11,15,8,0,34,10,14,2,0,26,20,23,12,0,55,16,29,12,0,57,123,526,318,0,967,6,6,9,0,21,7,13,6,0,26,4,6,1,0,11,4,5,6,0,15,3,10,2,0,15,62,251,489,0,802,5,6,9,0,20,4205,
1,Hall,Chicopee,0,3,2,3,0,8,4,7,3,0,14,113,440,137,0,690,3,3,1,0,7,5,21,3,0,29,3,7,1,0,11,14,14,2,0,30,51,113,53,0,217,14,28,8,0,50,5,18,1,0,24,18,37,7,0,62,22,39,19,0,80,76,260,74,0,410,9,20,2,0,31,6,12,4,0,22,4,5,4,0,13,2,6,3,0,11,5,9,6,0,20,67,230,160,0,457,4,3,4,0,11,2197,
2,Hall,Oakwood I,0,3,4,3,0,10,1,5,2,0,8,116,312,123,0,551,3,7,4,0,14,2,6,5,0,13,3,0,0,0,3,4,13,1,0,18,34,81,16,0,131,9,20,5,0,34,2,6,0,0,8,8,21,8,0,37,13,34,7,0,54,83,214,50,0,347,5,21,1,0,27,5,11,2,0,18,1,2,1,0,4,4,2,0,0,6,5,6,0,0,11,81,177,117,0,375,0,2,5,0,7,1676,
3,Hall,Oakwood II,0,2,4,3,0,9,2,4,4,0,10,210,902,313,0,1425,1,3,2,0,6,5,25,3,0,33,3,2,1,0,6,5,10,2,0,17,17,57,22,0,96,5,13,1,0,19,7,10,0,0,17,5,24,7,0,36,18,23,9,0,50,153,470,142,0,765,4,14,0,0,18,7,9,8,0,24,3,2,2,0,7,1,5,4,0,10,5,14,1,0,20,49,218,187,0,454,1,3,2,0,6,3028,
4,Hall,Flowery Branch I,0,1,1,1,0,3,3,5,3,0,11,202,795,262,0,1259,4,7,4,0,15,6,21,8,0,35,5,1,5,0,11,10,17,5,0,32,21,46,28,0,95,7,14,10,0,31,8,10,3,0,21,3,18,11,0,32,6,38,24,0,68,184,654,190,0,1028,3,11,3,0,17,8,22,10,0,40,2,2,0,0,4,0,1,3,0,4,10,14,5,0,29,47,229,217,0,493,1,4,4,0,9,3237,
5,Hall,Flowery Branch II,0,1,2,1,0,4,4,5,2,0,11,175,544,128,0,847,4,7,3,0,14,8,20,4,0,32,2,6,1,0,9,6,19,5,0,30,18,49,29,0,96,5,21,4,0,30,8,14,3,0,25,4,16,6,0,26,11,33,8,0,52,172,453,115,0,740,2,8,1,0,11,11,16,8,0,35,3,5,1,0,9,1,1,1,0,3,7,12,0,0,19,61,183,192,0,436,4,2,2,0,8,2437,
6,Hall,Roberts,0,1,4,4,0,9,4,4,5,0,13,198,988,391,0,1577,2,5,2,0,9,10,26,3,0,39,4,4,2,0,10,8,32,7,0,47,22,70,41,0,133,4,14,11,0,29,9,21,8,0,38,4,16,14,0,34,14,44,22,0,80,239,852,307,0,1398,4,7,5,0,16,15,22,8,0,45,3,3,4,0,10,1,2,1,0,4,10,17,2,0,29,66,277,301,0,644,3,5,5,0,13,4177,
7,Hall,Morgan I,0,4,6,3,0,13,1,6,4,0,11,241,955,206,0,1402,2,1,0,0,3,11,15,4,0,30,6,4,2,0,12,10,16,3,0,29,13,36,25,0,74,0,10,2,0,12,7,6,2,0,15,6,12,1,0,19,4,25,6,0,35,175,581,156,0,912,4,10,1,0,15,7,13,2,0,22,1,1,1,0,3,0,2,4,0,6,5,9,3,0,17,62,175,130,0,367,1,1,1,0,3,3000,
8,Hall,Morgan II,0,4,8,2,0,14,3,3,5,0,11,184,993,295,0,1472,7,2,1,0,10,12,13,2,0,27,6,6,0,0,12,4,26,0,0,30,33,86,32,0,151,6,24,5,0,35,6,12,2,0,20,13,29,8,0,50,12,52,10,0,74,124,537,162,0,823,8,22,2,0,32,9,6,0,0,15,1,7,5,0,13,0,3,2,0,5,6,18,0,0,24,77,266,238,0,581,1,7,8,0,16,3415,
9,Hall,Candler,0,9,7,2,0,18,5,8,3,0,16,237,1059,309,0,1605,3,4,4,0,11,20,29,9,0,58,4,9,3,0,16,8,18,1,0,27,68,121,48,0,237,14,20,17,0,51,12,21,2,0,35,20,29,17,0,66,15,46,31,0,92,195,564,164,0,923,12,24,0,0,36,10,16,3,0,29,2,3,3,0,8,4,3,5,0,12,6,7,4,0,17,81,300,204,0,585,2,14,2,0,18,3860,
