index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Hall,Wilson,0,384,1540,1185,0,3109,109,511,305,0,925,4034,
1,Hall,Chicopee,0,308,921,354,0,1583,103,295,119,0,517,2100,
2,Hall,Oakwood I,0,279,653,236,0,1168,87,236,92,0,415,1583,
3,Hall,Oakwood II,0,369,1292,509,0,2170,126,443,164,0,733,2903,
4,Hall,Flowery Branch I,0,389,1373,574,0,2336,128,468,182,0,778,3114,
5,Hall,Flowery Branch II,0,378,1018,386,0,1782,116,344,98,0,558,2340,
6,Hall,Roberts,0,436,1721,830,0,2987,161,609,256,0,1026,4013,
7,Hall,Morgan I,0,427,1344,398,0,2169,113,452,132,0,697,2866,
8,Hall,Morgan II,0,369,1474,549,0,2392,127,549,170,0,846,3238,
9,Hall,Candler,0,549,1611,583,0,2743,162,589,218,0,969,3712,
10,Hall,Tadmore,0,552,1287,535,0,2374,216,489,212,0,917,3291,
11,Hall,Glade,0,341,1018,368,0,1727,110,401,150,0,661,2388,
12,Hall,Lula,0,450,913,264,0,1627,162,394,127,0,683,2310,
13,Hall,Clermont,0,319,1284,290,0,1893,119,498,115,0,732,2625,
14,Hall,Quillians,0,180,1089,236,0,1505,69,405,111,0,585,2090,
15,Hall,Bark Camp,0,421,1943,655,0,3019,122,687,204,0,1013,4032,
16,Hall,Chestatee,0,399,1143,485,0,2027,148,422,156,0,726,2753,
17,Hall,Fork,0,413,1001,435,0,1849,147,347,138,0,632,2481,
18,Hall,Whelchel,0,339,1452,524,0,2315,106,485,172,0,763,3078,
19,Hall,West Whelchel,0,300,1233,704,0,2237,88,438,249,0,775,3012,
20,Hall,Gainesville I,0,352,1021,574,0,1947,113,322,171,0,606,2553,
21,Hall,Gainesville II,0,250,497,402,0,1149,82,153,134,0,369,1518,
22,Hall,Gainesville III,0,473,928,405,0,1806,126,271,133,0,530,2336,
23,Hall,Gainesville IV,0,224,684,317,0,1225,70,214,115,0,399,1624,
24,Hall,Gainesville V,0,152,369,166,0,687,44,99,54,0,197,884,
25,Hall,Gillsville,0,242,274,80,0,596,96,119,26,0,241,837,
26,Hall,Big Hickory,0,293,1415,404,0,2112,102,512,158,0,772,2884,
27,Hall,Friendship I,0,452,3019,1498,0,4969,162,1013,456,0,1631,6600,
28,Hall,Friendship II,0,332,1074,295,0,1701,126,376,117,0,619,2320,
29,Hall,Friendship III,0,337,1593,434,0,2364,98,558,157,0,813,3177,
30,Hall,Friendship IV,0,167,1449,355,0,1971,45,481,121,0,647,2618,
