index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Hall,Wilson,0,409,1748,1353,0,3510,89,325,156,0,570,4080,
1,Hall,Chicopee,0,333,1022,391,0,1746,83,211,78,0,372,2118,
2,Hall,Oakwood I,0,296,726,273,0,1295,74,174,57,0,305,1600,
3,Hall,Oakwood II,0,401,1440,583,0,2424,91,324,101,0,516,2940,
4,Hall,Flowery Branch I,0,419,1544,672,0,2635,102,317,91,0,510,3145,
5,Hall,Flowery Branch II,0,415,1156,435,0,2006,83,221,53,0,357,2363,
6,Hall,Roberts,0,475,1958,972,0,3405,122,404,128,0,654,4059,
7,Hall,Morgan I,0,465,1532,459,0,2456,84,284,73,0,441,2897,
8,Hall,Morgan II,0,424,1673,648,0,2745,77,359,88,0,524,3269,
9,Hall,Candler,0,554,1797,689,0,3040,162,438,121,0,721,3761,
10,Hall,Tadmore,0,592,1411,613,0,2616,185,392,136,0,713,3329,
11,Hall,Glade,0,358,1148,419,0,1925,85,280,97,0,462,2387,
12,Hall,Lula,0,495,1059,320,0,1874,127,267,70,0,464,2338,
13,Hall,Clermont,0,351,1485,347,0,2183,93,315,68,0,476,2659,
14,Hall,Quillians,0,195,1259,297,0,1751,62,251,56,0,369,2120,
15,Hall,Bark Camp,0,447,2219,750,0,3416,100,438,117,0,655,4071,
16,Hall,Chestatee,0,451,1298,575,0,2324,104,291,71,0,466,2790,
17,Hall,Fork,0,467,1158,515,0,2140,98,212,65,0,375,2515,
18,Hall,Whelchel,0,356,1665,604,0,2625,99,302,104,0,505,3130,
19,Hall,West Whelchel,0,331,1461,868,0,2660,59,228,103,0,390,3050,
20,Hall,Gainesville I,0,394,1164,671,0,2229,88,205,80,0,373,2602,
21,Hall,Gainesville II,0,234,472,444,0,1150,98,172,100,0,370,1520,
22,Hall,Gainesville III,0,477,992,451,0,1920,120,225,93,0,438,2358,
23,Hall,Gainesville IV,0,252,765,365,0,1382,49,143,64,0,256,1638,
24,Hall,Gainesville V,0,154,401,197,0,752,45,72,27,0,144,896,
25,Hall,Gillsville,0,268,315,89,0,672,72,84,21,0,177,849,
26,Hall,Big Hickory,0,334,1612,499,0,2445,73,337,67,0,477,2922,
27,Hall,Friendship I,0,507,3470,1789,0,5766,118,622,195,0,935,6701,
28,Hall,Friendship II,0,364,1197,352,0,1913,101,267,61,0,429,2342,
29,Hall,Friendship III,0,370,1792,525,0,2687,71,383,77,0,531,3218,
30,Hall,Friendship IV,0,187,1701,414,0,2302,31,279,66,0,376,2678,
