index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Meriwether,Chalybeate,451,118,72,23,0,213,57,40,23,0,120,333,
1,Meriwether,Gill I,1662,291,335,193,0,819,128,109,68,1,306,1125,
2,Meriwether,Gill II,1000,135,159,179,0,473,46,57,44,0,147,620,
3,Meriwether,Odessadale,296,49,61,43,1,154,16,36,18,0,70,224,
4,Meriwether,Greenville,2009,152,528,199,0,879,47,244,94,0,385,1264,
5,Meriwether,Lone Oak,1263,178,276,142,0,596,61,120,79,0,260,856,
6,Meriwether,Luthersville,2760,363,587,233,0,1183,168,277,142,0,587,1770,
7,Meriwether,Alvaton,1528,247,294,140,3,684,106,155,82,0,343,1027,
8,Meriwether,Gay,411,71,78,42,0,191,31,38,14,0,83,274,
9,Meriwether,Woodbury,1363,204,248,122,0,574,95,138,77,0,310,884,
10,Meriwether,Warm Springs,1161,183,259,90,1,533,65,101,44,0,210,743,
11,Meriwether,Durand,730,140,144,82,0,366,55,59,23,0,137,503,
12,Meriwether,Raleigh,501,89,108,25,0,222,33,67,32,0,132,354,
13,Meriwether,Cove,202,53,16,14,0,83,41,13,23,0,77,160,
