index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Meriwether,Chalybeate,451,163,106,29,0,298,16,8,23,0,47,5,1,0,0,6,351,
1,Meriwether,Gill I,1662,268,322,132,0,722,138,121,130,1,390,13,13,4,0,30,1142,
2,Meriwether,Gill II,1000,35,80,22,0,137,143,142,203,0,488,5,6,5,0,16,641,
3,Meriwether,Odessadale,296,31,77,24,0,132,31,17,38,1,87,2,4,0,0,6,225,
4,Meriwether,Greenville,2009,100,425,118,0,643,104,341,181,1,627,7,19,8,0,34,1304,
5,Meriwether,Lone Oak,1263,152,257,54,0,463,89,148,163,0,400,5,10,8,0,23,886,
6,Meriwether,Luthersville,2760,372,597,154,0,1123,152,270,237,0,659,16,17,8,0,41,1823,
7,Meriwether,Alvaton,1528,236,342,105,1,684,115,123,128,2,368,8,5,8,0,21,1073,
8,Meriwether,Gay,411,79,102,30,0,211,21,16,32,0,69,5,3,0,0,8,288,
9,Meriwether,Woodbury,1363,143,250,85,0,478,158,143,123,0,424,4,8,1,0,13,915,
10,Meriwether,Warm Springs,1161,166,269,86,1,522,91,96,58,0,245,3,5,3,0,11,778,
11,Meriwether,Durand,730,150,138,51,0,339,44,65,53,0,162,5,4,2,0,11,512,
12,Meriwether,Raleigh,501,110,153,38,0,301,13,23,20,0,56,1,5,2,0,8,365,
13,Meriwether,Cove,202,89,30,30,0,149,5,0,6,0,11,2,0,1,0,3,163,
