index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Meriwether,Chalybeate,451,164,107,29,0,300,18,7,23,0,48,4,2,0,0,6,354,
1,Meriwether,Gill I,1662,270,329,135,0,734,137,120,126,1,384,18,13,8,0,39,1157,
2,Meriwether,Gill II,1000,34,79,23,0,136,144,144,205,0,493,6,5,5,0,16,645,
3,Meriwether,Odessadale,296,33,78,24,0,135,33,15,37,1,86,1,5,1,0,7,228,
4,Meriwether,Greenville,2009,101,437,118,0,656,101,336,184,1,622,7,22,6,0,35,1313,
5,Meriwether,Lone Oak,1263,153,265,60,0,478,89,148,162,0,399,6,9,5,0,20,897,
6,Meriwether,Luthersville,2760,378,597,154,0,1129,149,265,237,0,651,20,26,9,0,55,1835,
7,Meriwether,Alvaton,1528,234,346,108,1,689,117,121,129,2,369,11,6,6,0,23,1081,
8,Meriwether,Gay,411,83,105,30,0,218,20,17,33,0,70,3,2,0,0,5,293,
9,Meriwether,Woodbury,1363,146,248,88,0,482,160,148,119,0,427,9,9,3,0,21,930,
10,Meriwether,Warm Springs,1161,166,271,87,1,525,93,98,59,0,250,10,7,1,0,18,793,
11,Meriwether,Durand,730,153,140,50,0,343,41,69,56,0,166,4,2,2,0,8,517,
12,Meriwether,Raleigh,501,110,157,39,0,306,14,25,20,0,59,1,4,1,0,6,371,
13,Meriwether,Cove,202,88,30,30,0,148,5,0,6,0,11,1,0,1,0,2,161,
