index,County,Precinct,Registered Voters,George M. Yearty (I)_Election Day Votes,George M. Yearty (I)_Advanced Voting Votes,George M. Yearty (I)_Absentee by Mail Votes,George M. Yearty (I)_Provisional Votes,George M. Yearty (I)_Choice Total,Total,
0,Bacon,Douglas,6720,451,2862,537,2,3852,3852,
