index,County,Precinct,Registered Voters,Shawna M. Carver (Rep)_Election Day Votes,Shawna M. Carver (Rep)_Advanced Voting Votes,Shawna M. Carver (Rep)_Absentee by Mail Votes,Shawna M. Carver (Rep)_Provisional Votes,Shawna M. Carver (Rep)_Choice Total,Total,
0,Bacon,Douglas,6720,478,3062,533,1,4074,4074,
