index,County,Precinct,Registered Voters,Vic Peacock (I) (Rep)_Election Day Votes,Vic Peacock (I) (Rep)_Advanced Voting Votes,Vic Peacock (I) (Rep)_Absentee by Mail Votes,Vic Peacock (I) (Rep)_Provisional Votes,Vic Peacock (I) (Rep)_Choice Total,Total,
0,Bacon,Douglas,6720,478,3084,543,2,4107,4107,
