index,County,Precinct,Registered Voters,Bill Johnson (I) (Rep)_Election Day Votes,Bill Johnson (I) (Rep)_Advanced Voting Votes,Bill Johnson (I) (Rep)_Absentee by Mail Votes,Bill Johnson (I) (Rep)_Provisional Votes,Bill Johnson (I) (Rep)_Choice Total,Total,
0,Bacon,Douglas,6720,491,3105,558,1,4155,4155,
