index,County,Precinct,Registered Voters,"Anthony W. """"Andy"""" Hutto (I) (Rep)_Election Day Votes","Anthony W. """"Andy"""" Hutto (I) (Rep)_Advanced Voting Votes","Anthony W. """"Andy"""" Hutto (I) (Rep)_Absentee by Mail Votes","Anthony W. """"Andy"""" Hutto (I) (Rep)_Provisional Votes","Anthony W. """"Andy"""" Hutto (I) (Rep)_Choice Total",Total,
0,Bacon,Douglas,6720,474,3013,542,1,4030,4030,
