index,County,Precinct,Registered Voters,Lee A. Hagans (I) (Dem)_Election Day Votes,Lee A. Hagans (I) (Dem)_Advanced Voting Votes,Lee A. Hagans (I) (Dem)_Absentee by Mail Votes,Lee A. Hagans (I) (Dem)_Provisional Votes,Lee A. Hagans (I) (Dem)_Choice Total,Total,
0,Bacon,Douglas,6720,87,200,80,1,368,368,
