index,County,Precinct,Registered Voters,Andy Batten (Rep)_Election Day Votes,Andy Batten (Rep)_Advanced Voting Votes,Andy Batten (Rep)_Absentee by Mail Votes,Andy Batten (Rep)_Provisional Votes,Andy Batten (Rep)_Choice Total,Total,
0,Bacon,Douglas,6720,479,3070,543,2,4094,4094,
