index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Crawford,District 1A,516,63,97,22,0,182,42,53,44,0,139,321,
1,Crawford,District 1B,1025,38,199,31,1,269,59,251,122,0,432,701,
2,Crawford,District 2,1659,114,440,90,0,644,67,296,191,1,555,1199,
3,Crawford,District 3,1738,184,684,118,0,986,46,122,60,0,228,1214,
4,Crawford,District 4,1805,340,582,137,0,1059,47,91,70,0,208,1267,
5,Crawford,District 5,1769,341,566,118,0,1025,53,89,70,0,212,1237,
