index,County,Precinct,Registered Voters,"John M. Thomas, Sr. (I) (Rep)_Election Day Votes","John M. Thomas, Sr. (I) (Rep)_Advanced Voting Votes","John M. Thomas, Sr. (I) (Rep)_Absentee by Mail Votes","John M. Thomas, Sr. (I) (Rep)_Provisional Votes","John M. Thomas, Sr. (I) (Rep)_Choice Total",Total,
0,Crawford,District 4,1805,369,636,181,0,1186,1186,
