index,County,Precinct,Registered Voters,Jackie McCowen (Rep)_Election Day Votes,Jackie McCowen (Rep)_Advanced Voting Votes,Jackie McCowen (Rep)_Absentee by Mail Votes,Jackie McCowen (Rep)_Provisional Votes,Jackie McCowen (Rep)_Choice Total,Bobby Blasingame (I) (Dem)_Election Day Votes,Bobby Blasingame (I) (Dem)_Advanced Voting Votes,Bobby Blasingame (I) (Dem)_Absentee by Mail Votes,Bobby Blasingame (I) (Dem)_Provisional Votes,Bobby Blasingame (I) (Dem)_Choice Total,"Harold """"Doug"""" Spillers (Ind)_Election Day Votes","Harold """"Doug"""" Spillers (Ind)_Advanced Voting Votes","Harold """"Doug"""" Spillers (Ind)_Absentee by Mail Votes","Harold """"Doug"""" Spillers (Ind)_Provisional Votes","Harold """"Doug"""" Spillers (Ind)_Choice Total",Total,
0,Crawford,District 2,1659,94,363,73,0,530,68,280,173,1,522,25,99,35,0,159,1211,
