index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Crawford,District 1A,516,67,101,35,0,203,33,46,24,0,103,306,
1,Crawford,District 1B,1025,63,291,82,1,437,25,131,55,0,211,648,
2,Crawford,District 2,1659,119,461,165,1,746,53,212,95,0,360,1106,
3,Crawford,District 3,1738,151,521,115,0,787,67,254,54,0,375,1162,
4,Crawford,District 4,1805,270,449,138,0,857,93,188,54,0,335,1192,
5,Crawford,District 5,1769,269,446,115,0,830,107,178,71,0,356,1186,
