index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Monroe,Bentons,2297,332,943,175,1,1451,46,201,125,0,372,17,14,7,0,38,1861,
1,Monroe,Brantleys,1123,216,516,58,0,790,17,78,29,0,124,9,6,3,0,18,932,
2,Monroe,Burgays,2268,425,931,176,3,1535,43,195,97,1,336,8,8,6,0,22,1893,
3,Monroe,Cabaniss,800,187,184,27,1,399,44,75,32,0,151,7,5,5,0,17,567,
4,Monroe,Cox,718,135,267,19,0,421,32,54,42,0,128,3,5,2,0,10,559,
5,Monroe,Culloden,454,109,73,29,0,211,46,34,29,1,110,2,0,2,0,4,325,
6,Monroe,Dillards,996,144,372,35,0,551,25,71,37,0,133,3,5,0,0,8,692,
7,Monroe,Evers,2127,259,867,122,0,1248,57,184,75,0,316,17,17,7,0,41,1605,
8,Monroe,Forsyth,4640,206,985,150,0,1341,191,913,557,0,1661,13,31,13,0,57,3059,
9,Monroe,High Falls,1994,327,597,103,1,1028,51,98,67,0,216,12,12,3,0,27,1271,
10,Monroe,Kelseys,722,113,147,32,0,292,37,130,73,0,240,4,2,3,0,9,541,
11,Monroe,Middlebrooks,1319,203,534,62,0,799,31,99,40,0,170,6,10,2,0,18,987,
12,Monroe,Proctors,1214,216,315,55,0,586,59,95,42,0,196,9,11,2,0,22,804,
13,Monroe,Russellville,466,133,127,17,0,277,22,17,13,0,52,2,1,0,0,3,332,
