index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Monroe,Bentons,2297,342,940,175,1,1458,47,215,140,0,402,9,7,2,0,18,1878,
1,Monroe,Brantleys,1123,221,519,56,0,796,17,80,39,0,136,6,5,0,0,11,943,
2,Monroe,Burgays,2268,422,924,174,3,1523,45,204,116,1,366,6,6,3,0,15,1904,
3,Monroe,Cabaniss,800,198,188,28,1,415,40,75,37,0,152,3,2,1,0,6,573,
4,Monroe,Cox,718,138,272,18,0,428,33,54,43,0,130,0,2,1,0,3,561,
5,Monroe,Culloden,454,111,75,28,0,214,49,33,30,1,113,1,0,2,0,3,330,
6,Monroe,Dillards,996,149,372,37,0,558,26,74,35,0,135,2,4,3,0,9,702,
7,Monroe,Evers,2127,282,873,119,0,1274,53,192,87,0,332,3,10,4,0,17,1623,
8,Monroe,Forsyth,4640,208,976,150,0,1334,197,948,587,0,1732,6,18,7,0,31,3097,
9,Monroe,High Falls,1994,345,610,113,1,1069,38,104,70,0,212,5,2,2,0,9,1290,
10,Monroe,Kelseys,722,122,154,29,0,305,37,126,82,0,245,0,0,0,0,0,550,
11,Monroe,Middlebrooks,1319,207,541,62,0,810,28,95,45,0,168,6,8,1,0,15,993,
12,Monroe,Proctors,1214,223,319,58,0,600,56,98,46,0,200,5,5,1,0,11,811,
13,Monroe,Russellville,466,134,127,15,0,276,24,22,15,0,61,0,0,0,0,0,337,
