index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Clayton,Ellenwood 1,3020,21,62,33,0,116,213,1131,650,5,1999,9,25,7,0,41,2156,
1,Clayton,Ellenwood 2,3273,25,84,49,0,158,223,1261,579,3,2066,17,42,13,1,73,2297,
2,Clayton,Forest Park 1,3566,72,138,81,2,293,367,465,327,10,1169,27,19,28,0,74,1536,
3,Clayton,Forest Park 2,2821,74,87,79,2,242,274,521,336,10,1141,19,24,22,0,65,1448,
4,Clayton,Forest Park 3,2845,70,119,58,3,250,223,430,335,18,1006,18,16,16,1,51,1307,
5,Clayton,Forest Park 4,1783,67,173,67,2,309,155,327,158,0,640,9,18,10,0,37,986,
6,Clayton,Forest Park 5,3924,79,174,90,0,343,365,693,352,18,1428,26,28,18,1,73,1844,
7,Clayton,Forest Park 6,1463,36,167,71,1,275,104,284,113,4,505,10,13,5,0,28,808,
8,Clayton,Jonesboro 1,3244,34,71,56,1,162,260,898,569,5,1732,13,39,19,0,71,1965,
9,Clayton,Jonesboro 2,4345,40,64,34,4,142,346,1233,718,8,2305,27,35,21,0,83,2530,
10,Clayton,Jonesboro 3,4107,78,225,120,1,424,249,1112,732,8,2101,16,34,25,0,75,2600,
11,Clayton,Jonesboro 4,2574,47,84,58,0,189,194,478,247,5,924,20,20,12,1,53,1166,
12,Clayton,Jonesboro 5,2064,77,140,66,0,283,212,487,289,1,989,7,19,11,0,37,1309,
13,Clayton,Jonesboro 6,2574,123,503,264,1,891,90,473,450,3,1016,7,14,18,0,39,1946,
14,Clayton,Jonesboro 7,3174,47,201,116,0,364,256,848,457,6,1567,12,27,15,0,54,1985,
15,Clayton,Jonesboro 8,3947,47,78,33,0,158,383,952,351,3,1689,22,34,20,1,77,1924,
16,Clayton,Jonesboro 9,1759,45,39,49,0,133,119,300,168,4,591,14,15,8,0,37,761,
17,Clayton,Jonesboro 10,3398,45,80,52,1,178,312,644,380,5,1341,21,23,22,0,66,1585,
18,Clayton,Jonesboro 11,3863,76,258,147,2,483,232,1068,682,3,1985,24,48,25,0,97,2565,
19,Clayton,Jonesboro 12,3067,32,58,33,0,123,284,807,413,17,1521,18,23,9,0,50,1694,
20,Clayton,Jonesboro 13,2140,70,95,35,0,200,207,628,351,3,1189,11,19,12,1,43,1432,
21,Clayton,Jonesboro 14,4116,103,419,293,0,815,222,1129,696,3,2050,23,39,15,1,78,2943,
22,Clayton,Jonesboro 15,2872,22,63,46,1,132,232,628,236,9,1105,11,31,4,0,46,1283,
23,Clayton,Jonesboro 16,2560,55,66,68,0,189,268,509,312,4,1093,21,23,8,1,53,1335,
24,Clayton,Jonesboro 17,3359,31,58,38,0,127,281,743,464,11,1499,20,27,22,0,69,1695,
25,Clayton,Jonesboro 18,3301,42,129,67,0,238,309,851,402,6,1568,15,28,16,0,59,1865,
26,Clayton,Jonesboro 19,3299,35,84,47,0,166,269,834,493,12,1608,16,41,17,0,74,1848,
27,Clayton,Lake City,3217,34,137,48,2,221,249,763,360,8,1380,18,26,10,0,54,1655,
28,Clayton,Lovejoy 1,4061,64,180,72,0,316,287,1291,606,2,2186,24,40,15,0,79,2581,
29,Clayton,Lovejoy 2,3611,40,135,54,1,230,217,1030,452,7,1706,19,48,16,1,84,2020,
30,Clayton,Lovejoy 3,1666,19,110,74,0,203,104,571,336,3,1014,13,15,12,0,40,1257,
31,Clayton,Lovejoy 4,4149,40,147,64,0,251,268,1475,612,3,2358,11,35,15,0,61,2670,
32,Clayton,Lovejoy 5,3451,36,87,50,0,173,269,970,476,16,1731,15,35,11,0,61,1965,
33,Clayton,Lovejoy 6,3708,38,133,77,2,250,266,1175,566,8,2015,10,33,21,1,65,2330,
34,Clayton,Lovejoy 7,2779,56,144,29,2,231,210,732,209,6,1157,21,21,6,0,48,1436,
35,Clayton,Morrow 1,3328,45,76,51,1,173,373,700,348,2,1423,29,23,8,0,60,1656,
36,Clayton,Morrow 2,2081,66,270,94,2,432,115,420,212,2,749,5,26,21,0,52,1233,
37,Clayton,Morrow 3,2407,54,203,100,1,358,146,546,309,4,1005,15,27,22,0,64,1427,
38,Clayton,Morrow 4,2112,51,127,65,0,243,175,433,256,3,867,7,19,8,0,34,1144,
39,Clayton,Morrow 5,3056,42,105,76,0,223,249,1035,560,3,1847,22,34,17,0,73,2143,
40,Clayton,Morrow 6,3030,61,156,93,0,310,265,856,397,6,1524,19,38,14,0,71,1905,
41,Clayton,Morrow 7,2142,40,117,48,1,206,245,424,224,6,899,14,25,3,0,42,1147,
42,Clayton,Morrow 8,3185,41,90,49,0,180,239,1046,523,9,1817,21,33,10,1,65,2062,
43,Clayton,Morrow 9,1509,26,64,33,0,123,111,371,205,1,688,15,20,12,0,47,858,
44,Clayton,Morrow 10,2342,37,155,37,0,229,142,732,266,3,1143,9,26,9,0,44,1416,
45,Clayton,Morrow 11,2295,36,82,26,1,145,212,644,275,1,1132,18,21,9,1,49,1326,
46,Clayton,Oak 1,2635,20,24,14,0,58,311,712,273,3,1299,13,21,9,0,43,1400,
47,Clayton,Oak 2,1974,16,28,19,2,65,219,407,220,8,854,11,11,4,0,26,945,
48,Clayton,Oak 3,2731,15,33,11,0,59,308,641,373,6,1328,12,15,13,0,40,1427,
49,Clayton,Oak 4,4233,31,61,30,0,122,411,1071,469,7,1958,24,38,19,1,82,2162,
50,Clayton,Oak 5,1795,11,24,6,1,42,171,383,78,6,638,6,11,5,0,22,702,
51,Clayton,Panhandle 1,2895,40,106,60,0,206,223,1015,545,2,1785,10,21,17,0,48,2039,
52,Clayton,Panhandle 2,3382,94,266,113,2,475,256,1088,455,4,1803,16,30,15,0,61,2339,
53,Clayton,Riverdale 1,2330,18,57,41,0,116,169,790,418,8,1385,7,27,5,0,39,1540,
54,Clayton,Riverdale 2,3431,27,45,32,1,105,293,882,536,25,1736,13,27,10,3,53,1894,
55,Clayton,Riverdale 3,3650,33,60,43,0,136,312,1066,583,7,1968,21,26,18,0,65,2169,
56,Clayton,Riverdale 4,4362,31,110,69,0,210,403,914,624,9,1950,32,42,18,1,93,2253,
57,Clayton,Riverdale 5,2970,39,67,46,1,153,284,776,404,10,1474,23,23,22,0,68,1695,
58,Clayton,Riverdale 6,3661,50,80,68,0,198,317,620,364,8,1309,32,22,19,2,75,1582,
59,Clayton,Riverdale 7,3020,37,96,54,2,189,279,484,299,13,1075,22,22,13,0,57,1321,
60,Clayton,Riverdale 8,2895,26,88,65,0,179,235,863,584,3,1685,11,24,14,1,50,1914,
61,Clayton,Riverdale 9,2653,35,80,64,0,179,256,689,361,7,1313,9,18,11,0,38,1530,
62,Clayton,Riverdale 10,3176,15,28,10,0,53,318,652,293,10,1273,18,25,5,0,48,1374,
63,Clayton,Riverdale 11,1881,17,29,20,0,66,151,603,311,1,1066,11,11,7,0,29,1161,
64,Clayton,Riverdale 12,3065,46,50,53,0,149,272,869,508,3,1652,15,25,11,0,51,1852,
