index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Clayton,Ellenwood 1,3020,21,59,30,0,110,212,1142,648,5,2007,10,17,5,0,32,2149,
1,Clayton,Ellenwood 2,3273,22,78,49,0,149,228,1268,575,3,2074,15,36,13,1,65,2288,
2,Clayton,Forest Park 1,3566,68,130,77,0,275,368,459,333,11,1171,21,23,18,1,63,1509,
3,Clayton,Forest Park 2,2821,73,89,76,2,240,274,523,332,10,1139,14,14,20,1,49,1428,
4,Clayton,Forest Park 3,2845,68,109,56,3,236,224,440,336,19,1019,16,15,12,0,43,1298,
5,Clayton,Forest Park 4,1783,65,161,65,2,293,150,331,159,0,640,8,13,8,0,29,962,
6,Clayton,Forest Park 5,3924,71,163,92,0,326,376,698,353,18,1445,20,25,11,0,56,1827,
7,Clayton,Forest Park 6,1463,34,150,73,1,258,109,289,105,4,507,7,12,8,0,27,792,
8,Clayton,Jonesboro 1,3244,28,68,53,1,150,265,909,569,5,1748,13,24,12,0,49,1947,
9,Clayton,Jonesboro 2,4345,41,61,36,3,141,352,1240,722,9,2323,17,23,10,0,50,2514,
10,Clayton,Jonesboro 3,4107,67,222,111,1,401,257,1119,738,7,2121,16,23,21,1,61,2583,
11,Clayton,Jonesboro 4,2574,43,83,59,1,186,197,484,246,5,932,13,16,7,0,36,1154,
12,Clayton,Jonesboro 5,2064,72,140,60,0,272,213,482,295,0,990,9,15,5,0,29,1291,
13,Clayton,Jonesboro 6,2574,118,488,263,0,869,96,472,445,3,1016,8,19,14,0,41,1926,
14,Clayton,Jonesboro 7,3174,46,198,113,0,357,263,845,455,5,1568,7,23,14,1,45,1970,
15,Clayton,Jonesboro 8,3947,43,82,29,0,154,391,966,351,4,1712,19,17,18,0,54,1920,
16,Clayton,Jonesboro 9,1759,38,43,47,0,128,125,301,168,3,597,10,10,8,1,29,754,
17,Clayton,Jonesboro 10,3398,44,71,47,1,163,311,649,388,4,1352,16,20,11,0,47,1562,
18,Clayton,Jonesboro 11,3863,66,258,143,2,469,237,1072,692,3,2004,26,34,17,0,77,2550,
19,Clayton,Jonesboro 12,3067,31,58,33,0,122,289,811,417,17,1534,14,14,6,0,34,1690,
20,Clayton,Jonesboro 13,2140,70,89,32,0,191,207,641,345,4,1197,7,11,13,0,31,1419,
21,Clayton,Jonesboro 14,4116,97,403,290,0,790,231,1138,689,4,2062,18,34,13,0,65,2917,
22,Clayton,Jonesboro 15,2872,20,71,52,1,144,236,631,231,8,1106,6,20,5,0,31,1281,
