index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Clayton,Ellenwood 1,3020,191,942,504,5,1642,51,266,157,0,474,2116,
1,Clayton,Ellenwood 2,3273,197,1067,429,3,1696,64,307,186,1,558,2254,
2,Clayton,Forest Park 1,3566,371,451,315,5,1142,87,145,98,4,334,1476,
3,Clayton,Forest Park 2,2821,276,473,296,9,1054,76,153,118,4,351,1405,
4,Clayton,Forest Park 3,2845,246,431,268,15,960,55,121,121,5,302,1262,
5,Clayton,Forest Park 4,1783,178,362,152,1,693,41,134,67,1,243,936,
6,Clayton,Forest Park 5,3924,370,664,329,15,1378,92,215,111,3,421,1799,
7,Clayton,Forest Park 6,1463,112,315,138,1,566,35,117,44,1,197,763,
8,Clayton,Jonesboro 1,3244,249,787,451,4,1491,55,202,169,1,427,1918,
9,Clayton,Jonesboro 2,4345,328,1034,562,7,1931,79,274,190,4,547,2478,
10,Clayton,Jonesboro 3,4107,252,1050,612,6,1920,78,294,229,3,604,2524,
11,Clayton,Jonesboro 4,2574,211,452,224,4,891,39,134,82,2,257,1148,
12,Clayton,Jonesboro 5,2064,205,484,255,0,944,79,146,92,0,317,1261,
13,Clayton,Jonesboro 6,2574,142,675,485,4,1306,71,276,201,0,548,1854,
14,Clayton,Jonesboro 7,3174,241,801,411,5,1458,63,251,147,1,462,1920,
15,Clayton,Jonesboro 8,3947,360,837,291,3,1491,86,211,89,1,387,1878,
16,Clayton,Jonesboro 9,1759,134,257,141,3,535,43,84,74,2,203,738,
17,Clayton,Jonesboro 10,3398,291,599,314,3,1207,79,139,124,3,345,1552,
18,Clayton,Jonesboro 11,3863,257,1025,602,0,1884,69,316,211,4,600,2484,
