index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Clayton,Ellenwood 1,3020,183,947,533,4,1667,58,270,125,1,454,2121,
1,Clayton,Ellenwood 2,3273,203,1076,489,2,1770,60,296,134,2,492,2262,
2,Clayton,Forest Park 1,3566,352,464,326,3,1145,111,140,88,6,345,1490,
3,Clayton,Forest Park 2,2821,261,482,301,10,1054,96,151,120,2,369,1423,
4,Clayton,Forest Park 3,2845,229,427,303,16,975,75,131,85,4,295,1270,
5,Clayton,Forest Park 4,1783,174,385,190,0,749,50,108,34,2,194,943,
6,Clayton,Forest Park 5,3924,363,645,332,9,1349,106,230,116,9,461,1810,
7,Clayton,Forest Park 6,1463,118,325,145,3,591,28,105,37,0,170,761,
8,Clayton,Jonesboro 1,3244,231,802,488,5,1526,73,192,130,1,396,1922,
9,Clayton,Jonesboro 2,4345,294,1025,607,5,1931,108,286,149,6,549,2480,
10,Clayton,Jonesboro 3,4107,258,1066,689,6,2019,78,290,160,3,531,2550,
11,Clayton,Jonesboro 4,2574,201,429,240,5,875,50,151,69,1,271,1146,
12,Clayton,Jonesboro 5,2064,213,488,287,0,988,69,137,65,0,271,1259,
13,Clayton,Jonesboro 6,2574,167,751,606,3,1527,46,205,97,1,349,1876,
14,Clayton,Jonesboro 7,3174,240,834,455,2,1531,63,215,104,4,386,1917,
15,Clayton,Jonesboro 8,3947,342,815,315,4,1476,107,234,68,0,409,1885,
16,Clayton,Jonesboro 9,1759,138,253,162,4,557,37,97,59,0,193,750,
17,Clayton,Jonesboro 10,3398,241,567,352,4,1164,123,173,86,2,384,1548,
18,Clayton,Jonesboro 11,3863,248,1042,675,2,1967,84,300,146,2,532,2499,
19,Clayton,Jonesboro 12,3067,240,689,359,11,1299,88,193,79,4,364,1663,
20,Clayton,Jonesboro 13,2140,211,570,316,1,1098,73,158,70,3,304,1402,
21,Clayton,Jonesboro 14,4116,262,1225,811,3,2301,75,324,154,1,554,2855,
22,Clayton,Jonesboro 15,2872,209,542,232,5,988,50,166,52,5,273,1261,
23,Clayton,Jonesboro 16,2560,243,481,290,3,1017,92,109,78,0,279,1296,
24,Clayton,Jonesboro 17,3359,240,662,399,10,1311,91,161,117,1,370,1681,
25,Clayton,Jonesboro 18,3301,294,765,372,4,1435,65,227,93,1,386,1821,
26,Clayton,Jonesboro 19,3299,238,731,449,6,1424,79,220,80,4,383,1807,
27,Clayton,Lake City,3217,243,707,318,7,1275,55,206,83,3,347,1622,
28,Clayton,Lovejoy 1,4061,273,1128,555,2,1958,94,366,126,0,586,2544,
29,Clayton,Lovejoy 2,3611,201,923,385,5,1514,75,271,109,5,460,1974,
30,Clayton,Lovejoy 3,1666,101,522,336,1,960,33,158,75,2,268,1228,
31,Clayton,Lovejoy 4,4149,237,1292,564,2,2095,73,349,106,2,530,2625,
32,Clayton,Lovejoy 5,3451,233,847,426,7,1513,81,229,91,5,406,1919,
33,Clayton,Lovejoy 6,3708,247,1039,510,5,1801,54,277,128,4,463,2264,
34,Clayton,Lovejoy 7,2779,216,649,186,7,1058,68,225,56,1,350,1408,
35,Clayton,Morrow 1,3328,319,604,299,2,1224,119,199,94,0,412,1636,
36,Clayton,Morrow 2,2081,137,517,258,4,916,42,162,52,0,256,1172,
37,Clayton,Morrow 3,2407,158,595,310,5,1068,56,170,99,0,325,1393,
38,Clayton,Morrow 4,2112,173,416,248,2,839,60,148,58,1,267,1106,
39,Clayton,Morrow 5,3056,206,893,520,2,1621,102,267,112,0,481,2102,
40,Clayton,Morrow 6,3030,254,803,389,2,1448,82,233,93,2,410,1858,
41,Clayton,Morrow 7,2142,219,406,218,6,849,73,129,44,0,246,1095,
42,Clayton,Morrow 8,3185,228,906,429,5,1568,67,249,130,5,451,2019,
43,Clayton,Morrow 9,1509,119,352,193,1,665,30,96,45,0,171,836,
44,Clayton,Morrow 10,2342,156,697,242,2,1097,32,211,63,1,307,1404,
45,Clayton,Morrow 11,2295,180,560,230,2,972,82,177,77,1,337,1309,
46,Clayton,Oak 1,2635,255,576,234,2,1067,90,164,51,1,306,1373,
47,Clayton,Oak 2,1974,172,357,183,8,720,67,75,46,1,189,909,
48,Clayton,Oak 3,2731,230,531,299,5,1065,95,145,85,1,326,1391,
49,Clayton,Oak 4,4233,337,908,394,4,1643,119,234,100,4,457,2100,
50,Clayton,Oak 5,1795,142,327,71,3,543,45,81,14,1,141,684,
51,Clayton,Panhandle 1,2895,215,919,507,2,1643,53,197,95,0,345,1988,
52,Clayton,Panhandle 2,3382,257,1082,458,4,1801,91,271,104,2,468,2269,
53,Clayton,Riverdale 1,2330,152,689,375,7,1223,35,180,86,2,303,1526,
54,Clayton,Riverdale 2,3431,242,732,458,18,1450,90,208,100,6,404,1854,
55,Clayton,Riverdale 3,3650,270,880,503,6,1659,88,245,115,1,449,2108,
56,Clayton,Riverdale 4,4362,318,798,532,5,1653,128,248,151,5,532,2185,
57,Clayton,Riverdale 5,2970,270,691,370,4,1335,75,166,82,7,330,1665,
