index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Bibb,East Macon 1,2108,185,275,234,4,698,51,97,88,2,238,936,
1,Bibb,East Macon 2,3932,372,760,531,5,1668,101,260,228,1,590,2258,
2,Bibb,East Macon 3,3494,317,747,469,5,1538,97,241,173,2,513,2051,
3,Bibb,East Macon 4,2280,293,392,327,6,1018,76,118,121,0,315,1333,
4,Bibb,East Macon 5,2552,253,502,329,0,1084,103,203,183,2,491,1575,
5,Bibb,Godfrey 1,6283,495,1179,683,7,2364,128,346,310,0,784,3148,
6,Bibb,Godfrey 2,2158,172,262,194,1,629,51,95,70,0,216,845,
7,Bibb,Godfrey 3,3292,299,577,303,5,1184,108,170,152,1,431,1615,
8,Bibb,Godfrey 4,2231,218,269,184,1,672,56,107,95,1,259,931,
9,Bibb,Godfrey 5,4761,530,871,465,2,1868,147,277,225,2,651,2519,
10,Bibb,Hazzard 1,3377,368,594,370,5,1337,116,219,164,0,499,1836,
11,Bibb,Hazzard 2,4173,632,909,456,6,2003,209,337,149,1,696,2699,
12,Bibb,Hazzard 3,7068,602,1664,837,11,3114,186,629,371,4,1190,4304,
13,Bibb,Hazzard 4,4745,571,1329,650,5,2555,223,520,257,0,1000,3555,
14,Bibb,Howard 1,3436,344,878,588,3,1813,137,382,209,0,728,2541,
15,Bibb,Howard 2,3394,388,903,514,3,1808,128,377,193,2,700,2508,
16,Bibb,Howard 3,6397,659,1645,900,2,3206,213,678,297,2,1190,4396,
17,Bibb,Howard 4,1711,187,453,235,1,876,58,166,63,0,287,1163,
18,Bibb,Howard 5,2272,293,542,195,2,1032,93,163,86,2,344,1376,
19,Bibb,Howard 6,2213,238,614,301,10,1163,74,207,88,2,371,1534,
20,Bibb,Howard 7,2897,343,818,415,2,1578,137,273,175,0,585,2163,
21,Bibb,Rutland 1,5704,810,1402,664,2,2878,321,590,296,1,1208,4086,
22,Bibb,Rutland 2,3409,549,729,330,3,1611,271,308,140,3,722,2333,
23,Bibb,Vineville 1,3572,351,782,474,3,1610,99,228,153,1,481,2091,
24,Bibb,Vineville 2,2067,223,377,296,0,896,73,123,91,1,288,1184,
25,Bibb,Vineville 3,3127,256,602,363,4,1225,85,184,179,0,448,1673,
26,Bibb,Vineville 4,4097,429,751,440,7,1627,148,265,196,2,611,2238,
27,Bibb,Vineville 5,2359,259,645,325,2,1231,90,219,126,0,435,1666,
28,Bibb,Vineville 6,3021,365,695,431,4,1495,110,223,158,3,494,1989,
29,Bibb,Warrior 1,2617,497,515,268,4,1284,208,231,129,0,568,1852,
30,Bibb,Warrior 2,3232,435,824,346,4,1609,205,368,132,2,707,2316,
