index,County,Precinct,Registered Voters,Burt Jones (I) (Rep)_Election Day Votes,Burt Jones (I) (Rep)_Advanced Voting Votes,Burt Jones (I) (Rep)_Absentee by Mail Votes,Burt Jones (I) (Rep)_Provisional Votes,Burt Jones (I) (Rep)_Choice Total,Veronica Brinson (Dem)_Election Day Votes,Veronica Brinson (Dem)_Advanced Voting Votes,Veronica Brinson (Dem)_Absentee by Mail Votes,Veronica Brinson (Dem)_Provisional Votes,Veronica Brinson (Dem)_Choice Total,Total,
0,Bibb,Howard 3,6397,417,934,403,0,1754,315,900,526,0,1741,3495,
1,Bibb,Howard 4,1711,137,342,137,0,616,108,299,176,0,583,1199,
2,Bibb,Howard 5,2272,183,263,105,0,551,215,451,196,2,864,1415,
3,Bibb,Howard 7,2897,2,9,7,0,18,0,5,3,0,8,26,
