index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Bibb,East Macon 1,2108,15,13,19,0,47,228,369,326,6,929,3,5,3,0,11,987,
1,Bibb,East Macon 2,3932,40,60,56,1,157,431,984,746,8,2169,13,11,3,0,27,2353,
2,Bibb,East Macon 3,3494,127,303,140,0,570,296,723,538,6,1563,6,11,5,1,23,2156,
3,Bibb,East Macon 4,2280,36,35,23,1,95,342,497,465,5,1309,5,2,2,0,9,1413,
4,Bibb,East Macon 5,2552,116,169,93,1,379,249,569,445,1,1264,8,5,3,0,16,1659,
5,Bibb,Godfrey 1,6283,93,165,66,2,326,546,1436,1001,4,2987,10,12,7,0,29,3342,
6,Bibb,Godfrey 2,2158,36,43,19,0,98,202,336,256,1,795,3,2,3,0,8,901,
7,Bibb,Godfrey 3,3292,48,91,36,0,175,373,713,451,6,1543,3,2,3,0,8,1726,
8,Bibb,Godfrey 4,2231,41,69,29,0,139,243,319,262,2,826,1,3,3,0,7,972,
9,Bibb,Godfrey 5,4761,85,118,98,0,301,610,1085,629,4,2328,13,7,10,0,30,2659,
10,Bibb,Hazzard 1,3377,52,102,77,1,232,444,737,491,4,1676,7,9,5,0,21,1929,
11,Bibb,Hazzard 2,4173,493,500,218,4,1215,382,797,423,4,1606,12,17,5,0,34,2855,
12,Bibb,Hazzard 3,7068,280,666,248,7,1201,535,1701,1035,13,3284,12,15,4,0,31,4516,
13,Bibb,Hazzard 4,4745,556,1159,395,2,2112,266,795,554,3,1618,13,12,12,0,37,3767,
14,Bibb,Howard 1,3436,366,904,456,1,1727,141,447,401,3,992,10,5,6,0,21,2740,
15,Bibb,Howard 2,3394,405,905,423,1,1734,129,441,355,4,929,15,12,8,0,35,2698,
16,Bibb,Howard 3,6397,572,1320,502,3,2397,354,1108,769,2,2233,21,16,18,0,55,4685,
17,Bibb,Howard 4,1711,124,335,118,0,577,118,311,195,1,625,7,9,6,0,22,1224,
18,Bibb,Howard 5,2272,175,261,98,1,535,227,474,213,3,917,10,3,1,0,14,1466,
19,Bibb,Howard 6,2213,196,493,183,6,878,128,377,225,6,736,5,7,6,0,18,1632,
20,Bibb,Howard 7,2897,371,770,279,1,1421,132,361,356,2,851,11,12,8,0,31,2303,
21,Bibb,Rutland 1,5704,917,1146,494,2,2559,276,958,549,1,1784,9,14,4,1,28,4371,
22,Bibb,Rutland 2,3409,692,646,248,4,1590,179,438,243,3,863,13,10,3,0,26,2479,
23,Bibb,Vineville 1,3572,179,351,137,3,670,272,701,534,2,1509,16,14,7,0,37,2216,
24,Bibb,Vineville 2,2067,103,135,52,1,291,198,380,361,0,939,9,6,6,0,21,1251,
25,Bibb,Vineville 3,3127,28,75,49,1,153,321,749,526,5,1601,4,10,5,0,19,1773,
26,Bibb,Vineville 4,4097,81,151,49,2,283,509,899,627,7,2042,8,13,2,0,23,2348,
27,Bibb,Vineville 5,2359,213,503,197,0,913,143,395,278,2,818,11,12,7,0,30,1761,
28,Bibb,Vineville 6,3021,280,451,204,2,937,201,524,450,5,1180,21,9,9,0,39,2156,
29,Bibb,Warrior 1,2617,616,503,179,2,1300,131,295,247,2,675,12,3,1,0,16,1991,
30,Bibb,Warrior 2,3232,586,792,190,5,1573,98,465,313,1,877,8,5,9,1,23,2473,
