index,County,Precinct,Registered Voters,"Tommy. C """"CEBO"""" Bateman (I)_Election Day Votes","Tommy. C """"CEBO"""" Bateman (I)_Advanced Voting Votes","Tommy. C """"CEBO"""" Bateman (I)_Absentee by Mail Votes","Tommy. C """"CEBO"""" Bateman (I)_Provisional Votes","Tommy. C """"CEBO"""" Bateman (I)_Choice Total",Corey J. Jordan (I)_Election Day Votes,Corey J. Jordan (I)_Advanced Voting Votes,Corey J. Jordan (I)_Absentee by Mail Votes,Corey J. Jordan (I)_Provisional Votes,Corey J. Jordan (I)_Choice Total,Howard Jordan (I)_Election Day Votes,Howard Jordan (I)_Advanced Voting Votes,Howard Jordan (I)_Absentee by Mail Votes,Howard Jordan (I)_Provisional Votes,Howard Jordan (I)_Choice Total,Anthony Pierce_Election Day Votes,Anthony Pierce_Advanced Voting Votes,Anthony Pierce_Absentee by Mail Votes,Anthony Pierce_Provisional Votes,Anthony Pierce_Choice Total,Jermaine Rockwell_Election Day Votes,Jermaine Rockwell_Advanced Voting Votes,Jermaine Rockwell_Absentee by Mail Votes,Jermaine Rockwell_Provisional Votes,Jermaine Rockwell_Choice Total,Sheldon Smith_Election Day Votes,Sheldon Smith_Advanced Voting Votes,Sheldon Smith_Absentee by Mail Votes,Sheldon Smith_Provisional Votes,Sheldon Smith_Choice Total,Ben Walker_Election Day Votes,Ben Walker_Advanced Voting Votes,Ben Walker_Absentee by Mail Votes,Ben Walker_Provisional Votes,Ben Walker_Choice Total,Total,
0,Turner,Ashburn,3509,111,323,122,1,557,178,457,166,0,801,105,314,99,0,518,77,293,120,0,490,165,316,88,1,570,200,417,132,0,749,0,0,0,0,0,3685,
