index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Emanuel,Oak Park,686,245,139,38,0,422,10,12,10,0,32,6,2,2,0,10,464,
1,Emanuel,Cross-Green,241,26,33,6,0,65,58,19,26,0,103,4,0,0,0,4,172,
2,Emanuel,Swainsboro,6988,577,1590,463,1,2631,374,753,463,0,1590,37,46,18,0,101,4322,
3,Emanuel,Summertown,504,142,98,35,0,275,22,17,29,0,68,1,4,0,0,5,348,
4,Emanuel,Stillmore,608,130,87,28,0,245,58,39,20,0,117,4,3,0,0,7,369,
5,Emanuel,Blundale,756,220,237,63,0,520,6,18,7,0,31,3,4,0,0,7,558,
6,Emanuel,Canoochee,681,226,123,32,0,381,26,42,22,0,90,5,1,1,0,7,478,
7,Emanuel,Garfield,489,197,74,24,0,295,24,21,20,0,65,4,0,1,0,5,365,
8,Emanuel,Nunez,384,115,74,21,0,210,22,18,6,0,46,3,1,0,0,4,260,
9,Emanuel,Twin City,1551,274,341,78,0,693,125,147,101,0,373,6,7,4,0,17,1083,
10,Emanuel,Adrian,827,230,157,87,0,474,25,19,19,0,63,3,4,3,1,11,548,
