index,County,Precinct,Registered Voters,Dessie E. Davis (I) (Dem)_Election Day Votes,Dessie E. Davis (I) (Dem)_Advanced Voting Votes,Dessie E. Davis (I) (Dem)_Absentee by Mail Votes,Dessie E. Davis (I) (Dem)_Provisional Votes,Dessie E. Davis (I) (Dem)_Choice Total,Total,
0,Emanuel,Swainsboro,6988,345,643,281,0,1269,1269,
