index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Sumter,Agri-Center,2059,138,601,92,0,831,68,285,196,1,550,9,12,3,0,24,1405,
1,Sumter,Airport,1767,128,481,113,0,722,82,329,171,0,582,1,8,5,0,14,1318,
2,Sumter,Andersonville,434,158,79,22,1,260,26,29,27,0,82,4,1,0,0,5,347,
3,Sumter,Browns Mill,929,127,262,47,0,436,41,95,74,0,210,5,5,0,0,10,656,
4,Sumter,Concord,376,143,78,23,9,253,5,22,9,0,36,3,1,0,0,4,293,
5,Sumter,GSW Conf Center,3044,137,736,220,0,1093,123,515,246,2,886,12,20,15,0,47,2026,
6,Sumter,Leslie,1687,283,389,79,0,751,91,152,127,2,372,5,8,5,0,18,1141,
7,Sumter,Plains,1061,141,188,50,1,380,115,134,112,0,361,6,2,1,0,9,750,
8,Sumter,Rec Dept,2667,49,181,56,0,286,229,663,468,1,1361,12,15,3,0,30,1677,
9,Sumter,Reese Park,3064,63,210,85,0,358,225,652,420,0,1297,5,16,9,0,30,1685,
10,Sumter,Thompson,712,96,83,37,0,216,61,88,55,1,205,6,2,2,0,10,431,
