index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Sumter,Agri-Center,2059,146,564,180,1,891,66,293,96,0,455,1346,
1,Sumter,Airport,1767,147,508,183,0,838,54,276,100,0,430,1268,
2,Sumter,Andersonville,434,107,69,37,1,214,60,41,12,0,113,327,
3,Sumter,Browns Mill,929,92,220,78,0,390,69,120,36,0,225,615,
4,Sumter,Concord,376,103,76,18,7,204,40,23,12,1,76,280,
5,Sumter,GSW Conf Center,3044,189,828,324,2,1343,70,392,146,0,608,1951,
6,Sumter,Leslie,1687,235,317,112,2,666,122,191,96,0,409,1075,
7,Sumter,Plains,1061,160,182,90,1,433,82,133,64,0,279,712,
8,Sumter,Rec Dept,2667,220,596,359,1,1176,77,243,153,0,473,1649,
9,Sumter,Reese Park,3064,200,636,338,0,1174,85,232,151,0,468,1642,
10,Sumter,Thompson,712,97,116,55,1,269,57,53,26,0,136,405,
