index,County,Precinct,Registered Voters,Tracy Taylor (Rep)_Election Day Votes,Tracy Taylor (Rep)_Advanced Voting Votes,Tracy Taylor (Rep)_Absentee by Mail Votes,Tracy Taylor (Rep)_Provisional Votes,Tracy Taylor (Rep)_Choice Total,Freddie Powell Sims (I) (Dem)_Election Day Votes,Freddie Powell Sims (I) (Dem)_Advanced Voting Votes,Freddie Powell Sims (I) (Dem)_Absentee by Mail Votes,Freddie Powell Sims (I) (Dem)_Provisional Votes,Freddie Powell Sims (I) (Dem)_Choice Total,Total,
0,Sumter,Agri-Center,2059,146,605,96,0,847,72,295,195,1,563,1410,
1,Sumter,Concord,376,142,79,21,7,249,11,20,9,1,41,290,
2,Sumter,GSW Conf Center,3044,125,707,214,0,1046,145,558,279,2,984,2030,
3,Sumter,Plains,1061,141,182,47,1,371,116,142,117,0,375,746,
4,Sumter,Rec Dept,2667,50,179,62,0,291,242,669,458,0,1369,1660,
5,Sumter,Reese Park,3064,61,222,89,0,372,200,603,373,0,1176,1548,
6,Sumter,Thompson,712,90,80,32,0,202,71,95,60,1,227,429,
