index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Sumter,Agri-Center,2059,147,619,96,0,862,71,287,192,1,551,6,11,4,0,21,1434,
1,Sumter,Airport,1767,127,491,115,0,733,83,336,172,0,591,2,9,3,0,14,1338,
2,Sumter,Andersonville,434,158,79,22,1,260,34,35,26,0,95,2,1,0,0,3,358,
3,Sumter,Browns Mill,929,138,273,48,1,460,43,100,76,0,219,2,3,0,0,5,684,
4,Sumter,Concord,376,146,81,20,8,255,8,20,10,0,38,3,0,1,0,4,297,
5,Sumter,GSW Conf Center,3044,134,745,225,0,1104,130,540,261,2,933,11,19,10,0,40,2077,
6,Sumter,Leslie,1687,293,392,83,1,769,100,164,136,1,401,5,6,4,0,15,1185,
7,Sumter,Plains,1061,147,195,51,1,394,119,136,114,0,369,1,5,0,0,6,769,
8,Sumter,Rec Dept,2667,58,198,53,0,309,237,673,471,1,1382,8,16,2,0,26,1717,
9,Sumter,Reese Park,3064,62,221,89,0,372,233,675,417,0,1325,7,12,6,0,25,1722,
10,Sumter,Thompson,712,100,87,38,0,225,64,90,55,1,210,2,4,0,0,6,441,
