index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Sumter,Agri-Center,2059,142,604,93,0,839,70,287,202,1,560,7,12,4,0,23,1422,
1,Sumter,Airport,1767,126,480,114,0,720,85,331,167,0,583,1,11,8,0,20,1323,
2,Sumter,Andersonville,434,157,79,22,1,259,27,30,28,0,85,6,3,0,0,9,353,
3,Sumter,Browns Mill,929,135,268,48,1,452,41,96,75,0,212,3,4,1,0,8,672,
4,Sumter,Concord,376,145,79,23,9,256,4,20,9,0,33,3,1,0,0,4,293,
5,Sumter,GSW Conf Center,3044,134,746,220,0,1100,128,507,258,2,895,10,23,14,0,47,2042,
6,Sumter,Leslie,1687,286,391,84,0,761,91,160,131,2,384,7,3,5,0,15,1160,
7,Sumter,Plains,1061,139,185,49,1,374,120,141,113,0,374,5,4,1,0,10,758,
8,Sumter,Rec Dept,2667,45,180,58,0,283,239,676,470,1,1386,13,14,7,0,34,1703,
9,Sumter,Reese Park,3064,61,215,84,0,360,226,653,421,0,1300,5,15,13,0,33,1693,
10,Sumter,Thompson,712,94,82,36,0,212,65,88,55,1,209,3,4,2,0,9,430,
