index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Richmond,101,896,115,120,58,1,294,69,150,134,2,355,4,3,1,0,8,657,
1,Richmond,102,1278,56,62,42,0,160,128,168,184,3,483,4,2,2,0,8,651,
2,Richmond,103,1428,6,15,5,0,26,160,302,288,2,752,1,1,0,0,2,780,
3,Richmond,104,2976,25,51,33,0,109,427,529,578,6,1540,10,3,4,0,17,1666,
4,Richmond,105,832,7,17,10,0,34,114,225,171,1,511,1,2,2,0,5,550,
5,Richmond,106,1182,43,50,32,0,125,143,109,130,2,384,3,3,3,0,9,518,
6,Richmond,107,1800,184,255,139,0,578,131,262,303,1,697,5,9,6,0,20,1295,
7,Richmond,108,517,17,14,9,0,40,59,109,119,0,287,2,3,2,0,7,334,
8,Richmond,109,1052,29,43,26,0,98,99,241,174,1,515,6,5,7,0,18,631,
9,Richmond,111,1578,56,80,48,0,184,168,259,276,1,704,3,1,4,0,8,896,
10,Richmond,112,882,22,83,97,0,202,44,129,161,2,336,1,3,2,0,6,544,
11,Richmond,114,856,21,18,17,0,56,112,137,135,1,385,0,0,2,0,2,443,
12,Richmond,201,581,16,8,9,1,34,246,273,226,4,749,5,4,1,0,10,793,
13,Richmond,115,1332,43,41,24,0,108,42,46,58,0,146,6,2,0,0,8,262,
