index,County,Precinct,Registered Voters,Edward LaJoie_Election Day Votes,Edward LaJoie_Advanced Voting Votes,Edward LaJoie_Absentee by Mail Votes,Edward LaJoie_Provisional Votes,Edward LaJoie_Choice Total,Daniel Martin_Election Day Votes,Daniel Martin_Advanced Voting Votes,Daniel Martin_Absentee by Mail Votes,Daniel Martin_Provisional Votes,Daniel Martin_Choice Total,Sami Welch_Election Day Votes,Sami Welch_Advanced Voting Votes,Sami Welch_Absentee by Mail Votes,Sami Welch_Provisional Votes,Sami Welch_Choice Total,Total,
0,Richmond,801B,523,65,14,14,0,93,94,19,44,0,157,70,11,26,0,107,357,
