index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Richmond,101,896,112,123,61,1,297,70,145,126,0,341,5,6,0,1,12,650,
1,Richmond,102,1278,54,66,41,0,161,124,155,162,3,444,11,8,9,0,28,633,
2,Richmond,103,1428,5,15,13,0,33,156,293,255,2,706,6,9,11,0,26,765,
3,Richmond,104,2976,28,59,45,0,132,417,508,530,6,1461,16,9,13,0,38,1631,
4,Richmond,105,832,9,17,11,0,37,110,214,163,1,488,3,8,4,0,15,540,
5,Richmond,106,1182,40,53,36,0,129,138,101,111,2,352,5,6,6,0,17,498,
6,Richmond,107,1800,180,264,148,0,592,131,254,281,1,667,8,8,7,0,23,1282,
7,Richmond,108,517,17,14,18,0,49,59,107,105,0,271,2,3,3,0,8,328,
8,Richmond,109,1052,28,46,29,0,103,98,230,158,1,487,8,15,14,0,37,627,
9,Richmond,111,1578,57,85,45,0,187,163,245,264,1,673,8,8,8,0,24,884,
10,Richmond,112,882,18,84,98,0,200,42,124,140,2,308,5,7,5,0,17,525,
11,Richmond,114,856,26,14,17,0,57,102,136,136,1,375,5,5,3,0,13,445,
12,Richmond,201,581,20,11,10,0,41,238,267,212,4,721,8,5,8,1,22,784,
13,Richmond,115,1332,41,41,25,0,107,45,47,53,0,145,4,1,3,0,8,260,
14,Richmond,202,4492,211,293,210,1,715,482,714,507,8,1711,32,28,22,0,82,2508,
15,Richmond,203,991,6,7,5,3,21,139,169,188,0,496,4,5,2,0,11,528,
16,Richmond,204,1578,176,211,123,1,511,113,240,182,1,536,17,11,10,1,39,1086,
17,Richmond,207,2705,64,57,47,2,170,337,430,377,6,1150,6,13,13,0,32,1352,
18,Richmond,208,2651,76,103,66,2,247,306,464,365,2,1137,13,15,5,0,33,1417,
19,Richmond,210,1507,39,61,40,1,141,151,308,336,3,798,7,12,8,0,27,966,
20,Richmond,301,2409,336,584,282,1,1203,127,294,278,0,699,7,9,10,0,26,1928,
21,Richmond,302,1032,32,70,42,0,144,132,200,114,0,446,6,9,7,0,22,612,
22,Richmond,303,1417,171,466,188,1,826,26,136,143,0,305,7,7,5,0,19,1150,
23,Richmond,304,365,56,70,45,0,171,12,40,43,0,95,2,4,3,0,9,275,
24,Richmond,305,428,47,161,87,1,296,7,36,36,0,79,2,5,3,0,10,385,
25,Richmond,306,3934,211,387,271,0,869,279,816,524,3,1622,15,20,24,0,59,2550,
26,Richmond,307,1642,179,375,181,0,735,66,173,200,0,439,9,10,9,0,28,1202,
27,Richmond,308,622,45,68,39,0,152,47,107,72,0,226,3,4,2,1,10,388,
28,Richmond,309,3340,85,139,88,1,313,296,1081,707,2,2086,16,20,14,0,50,2449,
29,Richmond,310,5163,229,378,171,1,779,402,1356,931,4,2693,28,26,24,0,78,3550,
30,Richmond,401,2093,32,52,25,0,109,225,686,465,0,1376,4,11,17,0,32,1517,
31,Richmond,402,3311,74,75,51,0,200,406,517,507,4,1434,21,16,21,0,58,1692,
32,Richmond,404,1748,40,58,47,0,145,219,447,322,3,991,14,9,8,1,32,1168,
33,Richmond,405,4424,54,126,87,0,267,333,1436,1072,4,2845,8,24,22,0,54,3166,
34,Richmond,406,3221,58,85,64,1,208,321,994,764,4,2083,9,15,12,0,36,2327,
35,Richmond,501,3549,67,109,98,0,274,358,706,707,3,1774,11,20,22,1,54,2102,
36,Richmond,502,4138,90,95,67,0,252,451,942,834,7,2234,18,19,18,0,55,2541,
37,Richmond,503,4021,88,193,88,2,371,365,879,729,3,1976,19,22,20,0,61,2408,
38,Richmond,504,2339,140,117,80,2,339,245,358,281,4,888,13,5,11,0,29,1256,
39,Richmond,506,416,14,43,11,0,68,41,78,38,3,160,0,1,3,0,4,232,
40,Richmond,507,968,43,66,43,0,152,136,205,129,1,471,6,8,3,0,17,640,
41,Richmond,509,2172,55,80,53,0,188,191,597,404,4,1196,15,14,13,1,43,1427,
42,Richmond,601,3988,158,257,112,3,530,318,772,510,14,1614,19,33,28,0,80,2224,
43,Richmond,603,3570,394,398,252,0,1044,288,454,387,2,1131,24,22,8,0,54,2229,
44,Richmond,604,1811,157,82,70,0,309,176,305,221,0,702,13,9,9,0,31,1042,
45,Richmond,605,3880,232,326,201,0,759,300,632,511,2,1445,23,13,21,1,58,2262,
46,Richmond,607,1812,23,36,26,1,86,191,525,392,1,1109,4,16,7,0,27,1222,
47,Richmond,608,1472,241,241,105,0,587,89,172,140,1,402,9,9,7,0,25,1014,
48,Richmond,701,2403,309,557,253,1,1120,105,266,293,1,665,11,15,11,0,37,1822,
49,Richmond,702,1943,286,402,161,0,849,106,216,182,0,504,25,17,6,0,48,1401,
50,Richmond,703,4644,363,587,258,0,1208,335,752,478,7,1572,34,31,15,0,80,2860,
51,Richmond,705,2276,210,433,284,2,929,119,321,270,1,711,8,13,7,0,28,1668,
52,Richmond,706,3315,245,865,348,0,1458,109,443,367,1,920,21,27,19,0,67,2445,
53,Richmond,707,2122,157,246,89,1,493,217,403,209,2,831,8,19,13,0,40,1364,
54,Richmond,708,305,21,107,32,1,161,8,43,18,0,69,0,3,1,0,4,234,
55,Richmond,709,576,43,106,50,0,199,28,83,84,0,195,5,0,4,0,9,403,
56,Richmond,801,523,160,45,37,1,243,38,26,45,0,109,1,1,3,0,5,357,
57,Richmond,801B,523,195,32,45,0,272,40,14,35,0,89,1,1,2,0,4,365,
58,Richmond,802,3251,699,413,208,4,1324,159,249,292,2,702,19,13,11,0,43,2069,
59,Richmond,803,252,8,22,2,0,32,24,25,26,1,76,2,1,0,0,3,111,
60,Richmond,804,2096,195,268,94,0,557,139,390,252,0,781,13,12,6,1,32,1370,
61,Richmond,804H,2863,366,422,190,0,978,177,383,325,4,889,16,14,18,1,49,1916,
62,Richmond,805,798,61,80,25,0,166,70,187,110,1,368,2,3,5,0,10,544,
63,Richmond,806,1212,209,198,77,0,484,74,134,110,1,319,5,8,8,0,21,824,
64,Richmond,807,1578,78,102,52,0,232,129,306,233,1,669,9,12,10,0,31,932,
65,Richmond,808,2366,297,371,162,0,830,164,368,290,1,823,15,10,4,0,29,1682,
66,Richmond,809,879,10,18,12,0,40,72,309,189,2,572,6,4,2,0,12,624,
67,Richmond,810,425,54,93,24,0,171,14,67,53,0,134,0,3,2,0,5,310,
