index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Richmond,101,896,110,121,62,1,294,61,131,116,1,309,10,12,6,1,29,632,
1,Richmond,102,1278,51,60,40,0,151,121,156,173,3,453,10,8,7,0,25,629,
2,Richmond,103,1428,6,13,9,0,28,155,281,269,2,707,4,7,6,0,17,752,
3,Richmond,104,2976,22,43,34,0,99,399,504,549,6,1458,17,10,10,0,37,1594,
4,Richmond,105,832,7,17,15,0,39,106,204,156,1,467,4,5,1,0,10,516,
5,Richmond,106,1182,37,49,32,0,118,130,102,120,2,354,7,4,3,0,14,486,
6,Richmond,107,1800,179,262,147,0,588,108,231,268,1,608,15,16,8,0,39,1235,
7,Richmond,108,517,13,11,17,0,41,57,101,107,0,265,5,5,4,0,14,320,
8,Richmond,109,1052,27,49,31,0,107,89,219,154,1,463,11,16,13,0,40,610,
9,Richmond,111,1578,55,80,46,0,181,160,242,254,1,657,8,10,9,0,27,865,
10,Richmond,112,882,18,79,90,0,187,41,112,145,2,300,7,9,6,0,22,509,
11,Richmond,114,856,23,14,18,0,55,101,132,124,1,358,4,2,7,0,13,426,
12,Richmond,201,581,14,7,11,0,32,227,258,216,4,705,8,6,1,1,16,753,
13,Richmond,115,1332,41,41,25,0,107,41,44,49,0,134,4,2,3,0,9,250,
14,Richmond,202,4492,203,261,210,0,674,461,686,507,7,1661,33,31,17,1,82,2417,
15,Richmond,203,991,4,6,5,1,16,125,154,189,2,470,7,3,3,0,13,499,
16,Richmond,204,1578,162,202,123,1,488,101,226,171,1,499,28,22,17,1,68,1055,
17,Richmond,207,2705,51,53,37,1,142,315,398,386,7,1106,11,12,11,0,34,1282,
18,Richmond,208,2651,70,92,65,1,228,286,446,370,3,1105,23,20,8,0,51,1384,
19,Richmond,210,1507,36,59,33,1,129,144,302,332,3,781,10,7,13,0,30,940,
20,Richmond,301,2409,318,565,298,0,1181,115,273,261,0,649,18,16,12,1,47,1877,
21,Richmond,302,1032,30,66,44,0,140,132,194,113,0,439,5,8,3,0,16,595,
22,Richmond,303,1417,158,458,195,1,812,25,117,121,0,263,14,18,4,0,36,1111,
23,Richmond,304,365,57,69,48,0,174,8,39,38,0,85,3,3,5,0,11,270,
24,Richmond,305,428,46,157,86,1,290,7,33,36,0,76,1,6,1,0,8,374,
25,Richmond,306,3934,214,381,275,0,870,257,780,532,3,1572,21,32,23,0,76,2518,
26,Richmond,307,1642,178,374,186,0,738,56,148,191,0,395,15,19,6,0,40,1173,
27,Richmond,308,622,44,73,43,0,160,42,94,68,1,205,5,7,4,0,16,381,
28,Richmond,309,3340,77,141,90,1,309,289,1052,715,2,2058,17,25,15,0,57,2424,
29,Richmond,310,5163,226,359,173,0,758,381,1326,931,4,2642,35,41,25,1,102,3502,
30,Richmond,401,2093,27,44,23,0,94,223,684,474,0,1381,6,12,12,0,30,1505,
31,Richmond,402,3311,67,64,46,1,178,403,507,525,3,1438,21,18,10,0,49,1665,
32,Richmond,404,1748,41,58,54,0,153,217,434,325,3,979,9,11,6,1,27,1159,
33,Richmond,405,4424,46,119,85,0,250,322,1409,1072,5,2808,15,25,20,0,60,3118,
34,Richmond,406,3221,59,85,62,1,207,301,964,760,4,2029,16,23,10,0,49,2285,
35,Richmond,501,3549,66,96,96,0,258,356,696,727,3,1782,9,20,13,1,43,2083,
36,Richmond,502,4138,82,98,67,0,247,427,901,840,7,2175,25,17,13,1,56,2478,
37,Richmond,503,4021,86,168,84,1,339,349,856,747,4,1956,22,23,18,0,63,2358,
38,Richmond,504,2339,126,111,75,1,313,237,347,272,5,861,20,13,11,0,44,1218,
39,Richmond,506,416,11,44,11,0,66,42,72,43,3,160,1,3,1,0,5,231,
40,Richmond,507,968,43,62,36,0,141,124,195,128,1,448,10,14,9,0,33,622,
41,Richmond,509,2172,52,74,54,1,181,189,588,412,3,1192,15,16,13,1,45,1418,
42,Richmond,601,3988,149,250,108,4,511,305,758,523,12,1598,21,26,14,1,62,2171,
43,Richmond,603,3570,374,377,250,0,1001,267,447,380,2,1096,37,26,20,0,83,2180,
