index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Richmond,101,896,135,191,141,2,469,47,77,40,1,165,634,
1,Richmond,102,1278,130,162,173,3,468,47,57,46,0,150,618,
2,Richmond,103,1428,134,220,203,2,559,30,74,76,0,180,739,
3,Richmond,104,2976,356,423,444,4,1227,94,132,140,1,367,1594,
4,Richmond,105,832,102,196,127,1,426,15,37,38,0,90,516,
5,Richmond,106,1182,137,113,108,1,359,43,37,36,0,116,475,
6,Richmond,107,1800,229,370,301,1,901,68,133,103,0,304,1205,
7,Richmond,108,517,57,97,89,0,243,18,18,31,0,67,310,
8,Richmond,109,1052,92,211,146,0,449,37,75,52,1,165,614,
9,Richmond,111,1578,179,249,209,1,638,45,80,93,0,218,856,
10,Richmond,112,882,49,150,180,1,380,16,47,58,1,122,502,
11,Richmond,114,856,97,105,107,1,310,33,43,36,0,112,422,
12,Richmond,201,581,192,197,182,4,575,61,68,43,1,173,748,
13,Richmond,115,1332,60,68,60,0,188,29,18,18,0,65,253,
14,Richmond,202,4492,543,716,500,8,1767,139,263,217,0,619,2386,
15,Richmond,203,991,121,135,149,1,406,18,33,39,2,92,498,
16,Richmond,204,1578,216,315,221,1,753,70,125,90,2,287,1040,
17,Richmond,207,2705,305,341,313,8,967,71,120,117,0,308,1275,
18,Richmond,208,2651,297,432,333,3,1065,80,123,103,1,307,1372,
19,Richmond,210,1507,149,274,285,3,711,38,86,92,1,217,928,
20,Richmond,301,2409,325,644,413,1,1383,127,201,133,1,462,1845,
21,Richmond,302,1032,139,209,118,0,466,29,62,39,0,130,596,
22,Richmond,303,1417,138,434,227,1,800,56,141,92,0,289,1089,
23,Richmond,304,365,51,75,60,0,186,15,35,29,0,79,265,
24,Richmond,305,428,43,148,87,0,278,12,45,38,1,96,374,
25,Richmond,306,3934,376,903,580,2,1861,109,275,237,1,622,2483,
26,Richmond,307,1642,184,392,282,0,858,57,136,89,0,282,1140,
27,Richmond,308,622,69,123,66,0,258,21,47,41,1,110,368,
28,Richmond,309,3340,292,1010,607,3,1912,90,206,191,0,487,2399,
29,Richmond,310,5163,481,1349,855,3,2688,158,365,254,1,778,3466,
30,Richmond,401,2093,204,573,381,0,1158,50,160,118,0,328,1486,
31,Richmond,402,3311,402,463,421,3,1289,99,135,134,1,369,1658,
32,Richmond,404,1748,207,390,298,2,897,64,109,84,2,259,1156,
33,Richmond,405,4424,326,1199,849,3,2377,65,357,316,0,738,3115,
34,Richmond,406,3221,309,842,633,3,1787,69,241,203,1,514,2301,
35,Richmond,501,3549,336,618,614,2,1570,85,192,206,2,485,2055,
36,Richmond,502,4138,432,778,665,7,1882,111,241,241,1,594,2476,
37,Richmond,503,4021,352,818,609,5,1784,97,239,224,0,560,2344,
38,Richmond,504,2339,297,358,261,4,920,89,103,92,0,284,1204,
39,Richmond,506,416,42,79,40,2,163,12,36,12,0,60,223,
40,Richmond,507,968,136,200,121,0,457,45,69,45,0,159,616,
41,Richmond,509,2172,188,538,349,4,1079,69,135,130,1,335,1414,
42,Richmond,601,3988,376,793,441,12,1622,103,239,206,0,548,2170,
43,Richmond,603,3570,516,647,467,0,1630,156,193,184,2,535,2165,
44,Richmond,604,1811,258,315,215,0,788,81,72,78,0,231,1019,
45,Richmond,605,3880,414,671,496,2,1583,131,254,219,1,605,2188,
46,Richmond,607,1812,176,436,323,0,935,36,121,108,0,265,1200,
47,Richmond,608,1472,221,304,157,1,683,102,108,92,0,302,985,
48,Richmond,701,2403,302,590,405,2,1299,98,224,130,0,452,1751,
49,Richmond,702,1943,285,439,226,0,950,104,165,110,0,379,1329,
50,Richmond,703,4644,525,1043,543,3,2114,170,292,191,2,655,2769,
51,Richmond,705,2276,239,556,413,1,1209,87,183,125,1,396,1605,
52,Richmond,706,3315,268,904,541,1,1714,88,376,175,0,639,2353,
53,Richmond,707,2122,290,498,210,3,1001,83,156,95,0,334,1335,
54,Richmond,708,305,17,108,40,1,166,8,38,9,0,55,221,
55,Richmond,709,576,47,134,95,0,276,26,49,44,0,119,395,
56,Richmond,801,523,108,51,49,0,208,71,15,36,1,123,331,
57,Richmond,801B,523,139,36,59,0,234,76,10,19,0,105,339,
58,Richmond,802,3251,537,447,339,3,1326,282,205,174,0,661,1987,
59,Richmond,803,252,24,37,21,1,83,9,10,8,0,27,110,
60,Richmond,804,2096,236,487,233,1,957,94,146,115,0,355,1312,
61,Richmond,804H,2863,362,534,344,4,1244,163,245,180,1,589,1833,
62,Richmond,805,798,89,183,100,1,373,35,79,38,0,152,525,
63,Richmond,806,1212,186,217,123,1,527,75,102,69,0,246,773,
64,Richmond,807,1578,141,282,207,0,630,62,122,81,1,266,896,
65,Richmond,808,2366,308,511,322,1,1142,141,214,136,0,491,1633,
66,Richmond,809,879,66,234,140,2,442,19,91,60,0,170,612,
67,Richmond,810,425,41,111,53,0,205,24,45,28,0,97,302,
