index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Chattooga,Coldwater,248,25,81,13,0,119,11,30,25,0,66,0,3,1,0,4,189,
1,Chattooga,Dirtseller,186,43,58,8,0,109,5,9,5,0,19,1,2,0,0,3,131,
2,Chattooga,Haywood,169,71,23,3,0,97,10,1,4,1,16,2,0,0,0,2,115,
3,Chattooga,Lyerly,934,210,257,52,1,520,38,40,26,0,104,13,12,4,0,29,653,
4,Chattooga,Trion,3496,557,1129,242,1,1929,78,178,133,0,389,21,33,18,0,72,2390,
5,Chattooga,Summerville,5155,536,1625,398,1,2560,147,417,272,1,837,23,54,23,0,100,3497,
6,Chattooga,Teloga,593,87,252,60,0,399,6,21,25,0,52,2,3,3,0,8,459,
7,Chattooga,Dirttown,897,249,257,72,0,578,33,43,43,0,119,4,8,6,0,18,715,
8,Chattooga,Seminole,138,30,41,18,0,89,3,6,3,0,12,3,1,0,0,4,105,
9,Chattooga,Subligna,489,167,123,45,1,336,10,11,17,0,38,3,0,1,0,4,378,
10,Chattooga,Alpine,872,256,208,66,0,530,31,48,32,0,111,10,3,2,0,15,656,
11,Chattooga,Cloudland,378,82,103,34,0,219,8,37,26,0,71,1,6,2,0,9,299,
12,Chattooga,Pennville,588,65,193,34,0,292,11,24,17,0,52,3,4,0,0,7,351,
