index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Chattooga,Coldwater,248,0,0,0,0,0,0,0,0,0,0,8,26,1,0,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,4,1,3,2,0,6,0,0,0,0,0,0,2,1,0,3,1,1,0,0,2,0,1,2,0,3,14,43,11,0,68,0,1,0,0,1,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,2,1,0,3,7,28,21,0,56,0,0,1,0,1,186,
1,Chattooga,Dirtseller,186,0,0,0,0,0,1,1,0,0,2,22,16,3,0,41,0,0,0,0,0,1,2,0,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2,1,2,0,0,3,2,0,0,0,2,0,0,0,0,0,17,36,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,7,4,0,12,0,0,0,0,0,127,
2,Chattooga,Haywood,169,1,0,0,0,1,1,0,0,0,1,30,8,2,0,40,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,1,2,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35,11,1,0,47,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,7,0,2,1,10,0,0,0,0,0,114,
3,Chattooga,Lyerly,934,0,1,2,0,3,4,0,0,0,4,72,102,19,0,193,0,0,0,0,0,4,4,1,0,9,3,2,0,0,5,4,4,0,0,8,3,2,1,0,6,1,2,1,0,4,3,5,0,0,8,0,1,1,0,2,8,2,12,0,22,98,122,29,0,249,3,0,0,0,3,3,3,0,0,6,5,1,0,0,6,0,0,1,0,1,11,17,0,0,28,25,36,13,0,74,1,1,0,0,2,633,
4,Chattooga,Trion,3496,1,8,0,0,9,2,5,3,0,10,204,399,85,0,688,1,4,4,0,9,21,34,9,0,64,14,14,2,0,30,17,21,4,1,43,16,20,26,0,62,1,6,7,0,14,20,25,5,0,50,6,6,4,0,16,16,30,16,0,62,238,566,137,0,941,2,7,4,0,13,9,9,2,0,20,0,1,0,0,1,0,2,1,0,3,19,38,7,0,64,42,91,75,0,208,2,4,0,0,6,2313,
5,Chattooga,Summerville,5155,2,8,5,0,15,3,9,4,0,16,180,630,154,0,964,3,6,4,0,13,24,48,13,0,85,6,19,4,0,29,9,22,2,0,33,25,51,37,0,113,19,20,20,1,60,16,30,7,0,53,17,13,10,0,40,21,53,15,0,89,259,789,211,0,1259,5,8,4,0,17,12,8,5,0,25,3,7,3,0,13,2,4,3,0,9,15,61,11,0,87,64,245,170,0,479,2,8,5,0,15,3414,
6,Chattooga,Teloga,593,0,1,0,0,1,1,1,0,0,2,32,107,31,0,170,0,1,0,0,1,1,6,1,0,8,0,0,0,0,0,3,4,0,0,7,1,5,1,0,7,1,0,0,0,1,3,5,0,0,8,0,0,0,0,0,2,2,2,0,6,41,118,34,0,193,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,8,2,9,20,0,31,0,0,1,0,1,447,
7,Chattooga,Dirttown,897,2,0,2,0,4,2,1,0,0,3,85,104,23,0,212,0,1,0,0,1,8,5,1,0,14,3,3,0,0,6,7,6,0,0,13,4,5,0,0,9,3,2,0,0,5,5,5,1,0,11,3,2,0,0,5,2,4,2,0,8,124,114,44,0,282,0,2,0,0,2,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,8,12,0,0,20,25,30,40,0,95,0,1,0,0,1,697,
8,Chattooga,Seminole,138,0,1,0,0,1,1,0,0,0,1,16,18,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,12,20,12,0,44,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3,3,0,7,0,0,0,0,0,104,
9,Chattooga,Subligna,489,1,1,0,0,2,0,0,1,0,1,66,45,15,1,127,0,0,0,0,0,5,2,2,0,9,0,1,0,0,1,1,4,0,0,5,1,5,0,0,6,0,0,1,0,1,4,1,0,0,5,0,0,0,0,0,1,1,4,0,6,87,65,29,0,181,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,4,1,0,7,7,3,12,0,22,0,0,1,0,1,377,
