index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Chattooga,Coldwater,248,21,78,14,0,113,11,25,26,0,62,2,5,1,0,8,183,
1,Chattooga,Dirtseller,186,43,56,7,0,106,2,7,4,0,13,1,5,0,0,6,125,
2,Chattooga,Haywood,169,69,22,3,0,94,10,1,5,1,17,3,0,0,0,3,114,
3,Chattooga,Lyerly,934,207,247,49,1,504,29,43,28,0,100,12,12,3,0,27,631,
4,Chattooga,Trion,3496,543,1106,242,1,1892,66,157,134,0,357,19,31,12,0,62,2311,
5,Chattooga,Summerville,5155,517,1592,379,1,2489,138,369,276,1,784,35,62,32,0,129,3402,
6,Chattooga,Teloga,593,86,240,65,0,391,5,20,22,0,47,2,2,3,0,7,445,
7,Chattooga,Dirttown,897,246,255,67,0,568,26,37,40,0,103,3,9,7,0,19,690,
8,Chattooga,Seminole,138,32,40,18,0,90,2,4,3,0,9,3,3,0,0,6,105,
9,Chattooga,Subligna,489,161,122,46,1,330,9,10,18,0,37,6,0,1,0,7,374,
10,Chattooga,Alpine,872,247,203,70,0,520,23,42,32,0,97,12,3,2,0,17,634,
11,Chattooga,Cloudland,378,79,97,33,0,209,8,36,27,0,71,2,6,1,0,9,289,
12,Chattooga,Pennville,588,66,189,35,0,290,10,21,12,0,43,1,5,3,0,9,342,
