index,County,Precinct,Registered Voters,Austin Scott (I) (Rep)_Election Day Votes,Austin Scott (I) (Rep)_Advanced Voting Votes,Austin Scott (I) (Rep)_Absentee by Mail Votes,Austin Scott (I) (Rep)_Provisional Votes,Austin Scott (I) (Rep)_Choice Total,Lindsay Holliday (Dem)_Election Day Votes,Lindsay Holliday (Dem)_Advanced Voting Votes,Lindsay Holliday (Dem)_Absentee by Mail Votes,Lindsay Holliday (Dem)_Provisional Votes,Lindsay Holliday (Dem)_Choice Total,Total,
0,Twiggs,Dry Branch,1550,298,345,119,0,762,48,81,61,0,190,952,
1,Twiggs,Golden Isles,1692,187,232,59,0,478,156,257,243,1,657,1135,
2,Twiggs,Higgsville,758,151,184,56,0,391,33,71,44,0,148,539,
3,Twiggs,Jeffersonville/Ware,1464,88,260,40,0,388,107,315,243,3,668,1056,
4,Twiggs,Shady Grove/Tarvers,840,81,171,38,0,290,71,106,106,0,283,573,
