index,County,Precinct,Registered Voters,George Neal (I) (Dem)_Election Day Votes,George Neal (I) (Dem)_Advanced Voting Votes,George Neal (I) (Dem)_Absentee by Mail Votes,George Neal (I) (Dem)_Provisional Votes,George Neal (I) (Dem)_Choice Total,Total,
0,Marion,Buena Vista,2343,117,428,206,0,751,751,
