index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Marion,Pineknot,971,278,214,56,0,548,12,31,27,0,70,6,4,3,0,13,631,
1,Marion,Buena Vista,2343,86,494,120,0,700,162,468,336,0,966,7,14,10,0,31,1697,
2,Marion,Tazewell,320,99,88,13,0,200,10,10,16,0,36,3,5,3,0,11,247,
3,Marion,Brantley,396,66,151,33,0,250,10,14,21,0,45,0,4,1,0,5,300,
4,Marion,Fort Perry,883,167,214,70,0,451,24,35,32,0,91,5,7,3,0,15,557,
