index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Clay,Bluffton,383,42,100,33,0,175,14,40,30,0,84,3,1,4,0,8,267,
1,Clay,Zetto,366,15,51,11,0,77,40,77,50,0,167,1,3,2,0,6,250,
2,Clay,Court House,390,11,36,12,0,59,52,84,52,0,188,0,1,0,0,1,248,
3,Clay,Old Head Start,453,23,91,20,0,134,35,57,73,0,165,1,1,3,0,5,304,
4,Clay,Days Cross Road,461,37,128,37,0,202,25,58,61,0,144,0,0,1,0,1,347,
