index,County,Precinct,Registered Voters,Drew Ferguson (I) (Rep)_Election Day Votes,Drew Ferguson (I) (Rep)_Advanced Voting Votes,Drew Ferguson (I) (Rep)_Absentee by Mail Votes,Drew Ferguson (I) (Rep)_Provisional Votes,Drew Ferguson (I) (Rep)_Choice Total,Val Almonord (Dem)_Election Day Votes,Val Almonord (Dem)_Advanced Voting Votes,Val Almonord (Dem)_Absentee by Mail Votes,Val Almonord (Dem)_Provisional Votes,Val Almonord (Dem)_Choice Total,Total,
0,Upson,Yatesville,1347,352,358,69,0,779,60,69,104,0,233,1012,
1,Upson,Salem,370,19,23,13,0,55,57,73,112,0,242,297,
2,Upson,Redbone,8219,601,3440,643,2,4686,156,562,433,0,1151,5837,
3,Upson,Town,8239,408,2224,510,2,3144,321,1070,789,0,2180,5324,
