index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Gwinnett,HARBINS A,7182,338,1487,483,1,2309,306,1512,839,4,2661,57,73,39,2,171,5141,
1,Gwinnett,ROCKBRIDGE A,3987,98,271,152,0,521,247,1250,625,1,2123,16,23,22,0,61,2705,
2,Gwinnett,DACULA,4777,233,884,241,1,1359,221,1058,591,0,1870,28,71,17,1,117,3346,
3,Gwinnett,SUWANEE A,1737,111,291,134,1,537,94,358,187,0,639,10,24,12,0,46,1222,
4,Gwinnett,BAYCREEK A,2720,240,543,303,0,1086,119,476,350,0,945,21,27,18,0,66,2097,
5,Gwinnett,GOODWINS A,3921,266,545,231,1,1043,242,757,513,1,1513,36,46,28,0,110,2666,
6,Gwinnett,DULUTH A,5042,229,871,434,1,1535,192,964,877,1,2034,33,79,53,0,165,3734,
7,Gwinnett,DUNCANS A,4729,344,1515,465,2,2326,113,696,462,0,1271,23,58,24,0,105,3702,
8,Gwinnett,PUCKETTS A,5692,305,1926,637,1,2869,132,778,463,0,1373,32,85,35,0,152,4394,
9,Gwinnett,CATES A,2387,162,463,308,0,933,99,333,277,1,710,25,24,8,0,57,1700,
10,Gwinnett,BERKSHIRE A,2555,163,219,120,0,502,237,413,309,2,961,28,18,11,0,57,1520,
11,Gwinnett,BERKSHIRE B,5338,120,506,329,3,958,273,1323,825,5,2426,18,62,30,0,110,3494,
12,Gwinnett,DUNCANS C,3040,325,1001,296,1,1623,79,401,262,0,742,17,46,19,0,82,2447,
13,Gwinnett,GARNERS A,3520,192,760,417,1,1370,123,672,433,1,1229,22,57,25,1,105,2704,
14,Gwinnett,LAWRENCEVILLE A,3635,161,477,265,0,903,218,594,365,3,1180,22,32,16,0,70,2153,
15,Gwinnett,LAWRENCEVILLE B,5097,133,592,277,1,1003,196,1436,695,1,2328,21,56,21,1,99,3430,
16,Gwinnett,MARTINS A,3303,117,203,121,1,442,304,749,400,4,1457,26,27,11,1,65,1964,
17,Gwinnett,MARTINS B,3001,112,322,179,0,613,258,616,347,2,1223,23,31,11,0,65,1901,
18,Gwinnett,MARTINS C,2549,157,300,198,1,656,215,493,324,5,1037,23,26,9,0,58,1751,
19,Gwinnett,PINCKNEYVILLE A,2791,103,135,76,3,317,303,587,331,4,1225,29,22,9,0,60,1602,
20,Gwinnett,PINCKNEYVILLE B,3485,108,229,137,3,477,278,714,363,4,1359,17,38,17,0,72,1908,
21,Gwinnett,PINCKNEYVILLE C,2082,243,280,258,1,782,107,320,337,4,768,19,20,23,0,62,1612,
