index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Gwinnett,HARBINS A,7182,359,1524,488,2,2373,327,1554,854,6,2741,39,57,34,1,131,5245,
1,Gwinnett,ROCKBRIDGE A,3987,96,264,159,1,520,261,1277,626,0,2164,12,34,25,0,71,2755,
2,Gwinnett,DACULA,4777,241,914,236,1,1392,243,1086,602,1,1932,20,49,13,0,82,3406,
3,Gwinnett,SUWANEE A,1737,118,297,133,0,548,96,364,192,1,653,6,27,18,0,51,1252,
4,Gwinnett,BAYCREEK A,2720,247,546,307,0,1100,127,500,364,0,991,14,18,12,0,44,2135,
5,Gwinnett,GOODWINS A,3921,292,559,223,1,1075,265,783,542,1,1591,20,27,26,0,73,2739,
6,Gwinnett,DULUTH A,5042,238,876,433,1,1548,215,1035,939,1,2190,12,44,42,0,98,3836,
7,Gwinnett,DUNCANS A,4729,356,1538,479,1,2374,129,735,481,0,1345,13,35,20,1,69,3788,
8,Gwinnett,PUCKETTS A,5692,288,1962,642,1,2893,161,823,483,0,1467,30,53,32,0,115,4475,
9,Gwinnett,CATES A,2387,170,470,310,0,950,107,343,274,1,725,15,28,15,0,58,1733,
10,Gwinnett,BERKSHIRE A,2555,169,238,117,0,524,259,427,316,2,1004,21,14,6,0,41,1569,
11,Gwinnett,BERKSHIRE B,5338,127,521,316,3,967,293,1389,870,5,2557,15,41,14,0,70,3594,
12,Gwinnett,DUNCANS C,3040,331,1011,296,1,1639,83,428,279,0,790,15,29,13,0,57,2486,
13,Gwinnett,GARNERS A,3520,203,775,409,1,1388,135,703,471,1,1310,12,39,16,1,68,2766,
14,Gwinnett,LAWRENCEVILLE A,3635,161,492,264,0,917,231,624,399,4,1258,28,26,14,0,68,2243,
15,Gwinnett,LAWRENCEVILLE B,5097,132,619,274,1,1026,211,1469,697,3,2380,16,42,32,0,90,3496,
16,Gwinnett,MARTINS A,3303,129,232,119,3,483,319,768,413,2,1502,25,13,11,1,50,2035,
17,Gwinnett,MARTINS B,3001,115,338,180,0,633,278,636,353,1,1268,18,24,13,1,56,1957,
18,Gwinnett,MARTINS C,2549,164,316,188,1,669,231,494,335,5,1065,9,18,15,0,42,1776,
19,Gwinnett,PINCKNEYVILLE A,2791,118,143,84,3,348,315,598,324,5,1242,21,20,12,0,53,1643,
20,Gwinnett,PINCKNEYVILLE B,3485,121,240,138,4,503,283,751,376,4,1414,21,31,11,0,63,1980,
21,Gwinnett,PINCKNEYVILLE C,2082,249,283,260,1,793,109,336,364,4,813,17,8,22,0,47,1653,
22,Gwinnett,PINCKNEYVILLE D,2264,79,139,80,2,300,259,439,209,3,910,20,17,10,0,47,1257,
23,Gwinnett,SUGAR HILL A,4654,401,854,342,2,1599,240,633,443,1,1317,23,43,24,2,92,3008,
24,Gwinnett,SUGAR HILL B,5596,500,1164,392,13,2069,273,908,579,5,1765,34,67,46,0,147,3981,
25,Gwinnett,HOG MOUNTAIN A,5011,304,727,304,1,1336,332,1091,635,1,2059,23,28,22,0,73,3468,
26,Gwinnett,HOG MOUNTAIN B,4583,376,1041,418,3,1838,186,776,635,2,1599,20,33,28,0,81,3518,
27,Gwinnett,ROCKYCREEK A,5939,450,1450,389,0,2289,279,1141,642,4,2066,31,50,21,0,102,4457,
28,Gwinnett,CATES B,1587,139,320,181,1,641,77,229,190,1,497,15,25,6,0,46,1184,
29,Gwinnett,CATES C,2903,159,310,191,1,661,180,774,412,3,1369,20,16,24,0,60,2090,
30,Gwinnett,HOG MOUNTAIN D,3179,261,674,258,0,1193,150,475,379,1,1005,27,38,16,1,82,2280,
31,Gwinnett,BERKSHIRE D,2945,149,484,298,1,932,104,610,515,3,1232,20,32,21,0,73,2237,
32,Gwinnett,BERKSHIRE E,1997,159,451,193,0,803,80,359,293,1,733,10,12,12,0,34,1570,
33,Gwinnett,BERKSHIRE F,2254,161,216,166,0,543,191,372,303,1,867,17,19,13,0,49,1459,
34,Gwinnett,CATES D,3755,227,617,310,0,1154,178,822,574,2,1576,19,32,21,0,72,2802,
35,Gwinnett,CATES E,2942,213,542,310,1,1066,147,603,479,1,1230,20,32,20,0,72,2368,
36,Gwinnett,PINCKNEYVILLE E,2184,110,94,58,2,264,232,482,264,6,984,12,26,16,1,55,1303,
37,Gwinnett,PINCKNEYVILLE F,2546,114,224,105,1,444,233,463,328,2,1026,13,24,12,0,49,1519,
38,Gwinnett,DUNCANS D,7153,603,2094,701,3,3401,286,956,702,0,1944,32,61,33,0,126,5471,
39,Gwinnett,PINCKNEYVILLE H,4536,340,720,452,0,1512,221,884,793,3,1901,22,31,21,1,75,3488,
40,Gwinnett,BAYCREEK B,5969,251,625,266,3,1145,420,1734,784,7,2945,32,40,24,0,96,4186,
41,Gwinnett,LAWRENCEVILLE C,3037,282,608,274,0,1164,138,474,338,1,951,24,31,20,0,75,2190,
42,Gwinnett,MARTINS D,2402,96,125,95,2,318,267,459,290,2,1018,11,7,8,0,26,1362,
43,Gwinnett,ROCKBRIDGE B,4177,134,324,162,1,621,299,1142,605,1,2047,18,37,11,0,66,2734,
44,Gwinnett,GARNERS B,3178,113,389,220,5,727,194,855,467,1,1517,9,21,22,0,52,2296,
45,Gwinnett,CATES F,1787,203,311,230,0,744,106,296,232,1,635,15,17,6,0,38,1417,
46,Gwinnett,CATES G,2875,201,671,365,0,1237,122,531,409,0,1062,7,23,24,0,54,2353,
47,Gwinnett,DULUTH B,3551,255,542,349,3,1149,190,524,549,2,1265,13,18,21,1,53,2467,
48,Gwinnett,GARNERS C,2030,134,294,135,0,563,123,446,258,1,828,8,24,11,1,44,1435,
49,Gwinnett,PINCKNEYVILLE I,2635,106,196,124,0,426,248,563,311,2,1124,19,18,11,0,48,1598,
50,Gwinnett,PINCKNEYVILLE J,2613,72,125,65,0,262,263,632,259,2,1156,16,21,12,0,49,1467,
51,Gwinnett,BERKSHIRE G,2419,164,495,223,0,882,97,542,316,1,956,17,33,14,0,64,1902,
52,Gwinnett,CATES H,3924,105,403,184,0,692,309,931,484,1,1725,17,32,16,0,65,2482,
53,Gwinnett,SUGAR HILL C,5085,579,1227,437,1,2244,224,760,515,0,1499,39,58,38,0,135,3878,
54,Gwinnett,SUGAR HILL D,4624,300,1155,308,6,1769,196,748,443,2,1389,26,49,31,1,107,3265,
55,Gwinnett,DULUTH C,2229,193,319,200,1,713,138,369,321,1,829,19,17,22,0,58,1600,
56,Gwinnett,DULUTH D,5077,225,650,291,8,1174,299,1037,666,12,2014,31,42,22,0,95,3283,
57,Gwinnett,PINCKNEYVILLE K,3754,141,221,119,2,483,373,811,440,9,1633,16,25,20,1,62,2178,
58,Gwinnett,PINCKNEYVILLE N,3819,107,201,61,0,369,456,938,482,6,1882,34,22,13,0,69,2320,
59,Gwinnett,LAWRENCEVILLE D,5012,159,261,186,4,610,430,1080,521,8,2039,22,35,27,1,85,2734,
60,Gwinnett,LAWRENCEVILLE E,2355,155,389,248,1,793,156,385,299,2,842,7,15,15,0,37,1672,
61,Gwinnett,PINCKNEYVILLE L,2330,299,426,441,1,1167,98,276,441,0,815,11,15,23,0,49,2031,
62,Gwinnett,PINCKNEYVILLE M,2673,340,633,412,0,1385,87,331,417,0,835,10,15,15,0,40,2260,
63,Gwinnett,GARNERS D,3490,80,264,188,0,532,239,915,605,0,1759,20,28,16,0,64,2355,
64,Gwinnett,BERKSHIRE H,1987,105,176,147,2,430,151,348,247,3,749,8,14,7,0,29,1208,
65,Gwinnett,PINCKNEYVILLE O,3359,95,254,106,0,455,296,789,349,7,1441,21,19,9,0,49,1945,
66,Gwinnett,PUCKETTS E,5660,283,1048,405,0,1736,248,1130,671,3,2052,21,38,20,1,80,3868,
67,Gwinnett,CATES I,3537,259,589,298,1,1147,193,820,551,1,1565,13,14,23,0,50,2762,
68,Gwinnett,CATES J,3478,231,445,282,2,960,188,809,531,3,1531,23,23,30,0,76,2567,
69,Gwinnett,GOODWINS B,3960,307,880,320,1,1508,205,628,538,0,1371,21,37,26,0,84,2963,
70,Gwinnett,LAWRENCEVILLE F,4061,169,341,146,0,656,288,1154,594,4,2040,23,20,17,0,60,2756,
71,Gwinnett,MARTINS E,6193,144,213,87,1,445,586,1413,682,6,2687,37,49,27,0,113,3245,
72,Gwinnett,PINCKNEYVILLE P,2185,180,259,244,0,683,179,388,350,2,919,12,11,16,0,39,1641,
73,Gwinnett,PINCKNEYVILLE Q,1915,72,62,40,0,174,273,434,210,3,920,16,11,9,0,36,1130,
74,Gwinnett,ROCKBRIDGE C,5125,128,330,188,2,648,289,1744,967,5,3005,20,31,17,0,68,3721,
75,Gwinnett,ROCKBRIDGE D,3642,64,372,191,0,627,200,1158,629,8,1995,14,25,16,0,55,2677,
76,Gwinnett,GOODWINS C,5804,300,604,322,0,1226,401,1235,894,1,2531,35,31,26,0,92,3849,
77,Gwinnett,BAYCREEK K,3824,156,660,334,0,1150,151,963,531,0,1645,19,38,21,0,78,2873,
78,Gwinnett,CATES K,2810,242,484,250,3,979,148,557,371,0,1076,30,29,16,0,75,2130,
79,Gwinnett,BAYCREEK C,6499,317,1032,356,3,1708,359,1771,899,0,3029,25,45,16,0,86,4823,
80,Gwinnett,CATES L,4185,215,585,320,0,1120,265,955,556,4,1780,22,41,21,0,84,2984,
81,Gwinnett,DULUTH E,4814,206,510,243,1,960,398,1148,737,8,2291,32,48,31,0,111,3362,
82,Gwinnett,GOODWINS D,4406,386,645,294,1,1326,332,734,565,3,1634,21,42,24,1,88,3048,
83,Gwinnett,LAWRENCEVILLE G,3046,118,305,134,1,558,243,756,413,1,1413,14,26,17,0,57,2028,
84,Gwinnett,LAWRENCEVILLE H,4296,292,778,353,3,1426,223,817,590,2,1632,32,47,19,1,99,3157,
85,Gwinnett,MARTINS F,2570,138,150,103,2,393,231,483,325,4,1043,16,16,17,0,49,1485,
86,Gwinnett,PINCKNEYVILLE S,3374,175,340,230,1,746,337,597,417,3,1354,21,23,23,2,69,2169,
87,Gwinnett,ROCKBRIDGE E,4638,127,324,140,1,592,393,1155,727,2,2277,23,38,18,1,80,2949,
88,Gwinnett,SUGAR HILL E,3589,324,746,305,3,1378,142,648,389,4,1183,30,47,19,0,96,2657,
89,Gwinnett,LAWRENCEVILLE I,3312,200,376,193,1,770,264,643,423,2,1332,24,24,26,0,74,2176,
90,Gwinnett,BAYCREEK D,4609,305,835,342,1,1483,197,1048,612,0,1857,24,38,19,0,81,3421,
91,Gwinnett,BERKSHIRE J,2731,160,580,287,0,1027,113,543,428,2,1086,8,25,16,1,50,2163,
92,Gwinnett,CATES M,3988,264,860,452,0,1576,163,799,580,2,1544,23,47,29,0,99,3219,
93,Gwinnett,CATES N,2567,229,560,349,1,1139,125,384,288,0,797,21,19,11,0,51,1987,
94,Gwinnett,DULUTH F,6161,182,388,256,6,832,468,1403,912,14,2797,25,40,40,1,106,3735,
