index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Gwinnett,HARBINS A,7182,564,2234,934,8,3740,142,820,342,1,1305,5045,
1,Gwinnett,ROCKBRIDGE A,3987,283,1219,560,1,2063,78,321,213,0,612,2675,
2,Gwinnett,DACULA,4777,387,1473,632,2,2494,96,521,174,0,791,3285,
3,Gwinnett,SUWANEE A,1737,156,526,232,1,915,52,134,85,0,271,1186,
4,Gwinnett,BAYCREEK A,2720,276,782,506,0,1564,102,260,129,0,491,2055,
5,Gwinnett,GOODWINS A,3921,414,1029,565,1,2009,144,311,194,1,650,2659,
6,Gwinnett,DULUTH A,5042,345,1427,1015,1,2788,108,472,291,1,872,3660,
7,Gwinnett,DUNCANS A,4729,360,1577,714,1,2652,122,672,219,1,1014,3666,
8,Gwinnett,PUCKETTS A,5692,344,1962,795,0,3101,120,791,294,1,1206,4307,
9,Gwinnett,CATES A,2387,208,597,407,1,1213,76,216,146,0,438,1651,
10,Gwinnett,BERKSHIRE A,2555,333,534,303,0,1170,96,119,98,1,314,1484,
11,Gwinnett,BERKSHIRE B,5338,321,1498,870,5,2694,88,382,241,2,713,3407,
12,Gwinnett,DUNCANS C,3040,290,1002,414,1,1707,128,427,139,0,694,2401,
13,Gwinnett,GARNERS A,3520,255,1105,676,1,2037,82,375,163,0,620,2657,
14,Gwinnett,LAWRENCEVILLE A,3635,319,832,465,3,1619,98,273,137,0,508,2127,
15,Gwinnett,LAWRENCEVILLE B,5097,273,1644,699,3,2619,81,443,248,0,772,3391,
16,Gwinnett,MARTINS A,3303,381,826,375,5,1587,76,162,118,1,357,1944,
17,Gwinnett,MARTINS B,3001,316,789,390,0,1495,84,189,106,1,380,1875,
18,Gwinnett,MARTINS C,2549,288,616,393,3,1300,106,191,111,1,409,1709,
19,Gwinnett,PINCKNEYVILLE A,2791,360,601,316,2,1279,78,136,82,3,299,1578,
20,Gwinnett,PINCKNEYVILLE B,3485,327,818,386,6,1537,85,157,100,0,342,1879,
21,Gwinnett,PINCKNEYVILLE C,2082,251,461,471,3,1186,113,150,130,1,394,1580,
22,Gwinnett,PINCKNEYVILLE D,2264,298,461,232,5,996,46,107,53,0,206,1202,
23,Gwinnett,SUGAR HILL A,4654,531,1175,599,4,2309,126,317,159,0,602,2911,
24,Gwinnett,SUGAR HILL B,5596,577,1548,701,9,2835,214,545,252,6,1017,3852,
25,Gwinnett,HOG MOUNTAIN A,5011,495,1427,740,2,2664,143,365,161,0,669,3333,
26,Gwinnett,HOG MOUNTAIN B,4583,390,1263,729,3,2385,167,542,284,1,994,3379,
27,Gwinnett,ROCKYCREEK A,5939,522,1904,733,3,3162,213,678,264,0,1155,4317,
28,Gwinnett,CATES B,1587,173,437,272,2,884,54,128,83,0,265,1149,
29,Gwinnett,CATES C,2903,258,838,447,1,1544,93,236,144,2,475,2019,
30,Gwinnett,HOG MOUNTAIN D,3179,301,836,471,1,1609,128,307,148,1,584,2193,
31,Gwinnett,BERKSHIRE D,2945,192,842,647,3,1684,76,238,141,1,456,2140,
32,Gwinnett,BERKSHIRE E,1997,177,603,370,1,1151,62,203,107,0,372,1523,
33,Gwinnett,BERKSHIRE F,2254,268,477,314,1,1060,85,109,107,0,301,1361,
