index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Gwinnett,HARBINS A,7182,556,2407,1054,7,4024,144,629,249,2,1024,5048,
1,Gwinnett,ROCKBRIDGE A,3987,298,1236,654,1,2189,66,303,133,0,502,2691,
2,Gwinnett,DACULA,4777,366,1529,675,2,2572,119,453,149,0,721,3293,
3,Gwinnett,SUWANEE A,1737,172,549,282,1,1004,40,111,47,0,198,1202,
4,Gwinnett,BAYCREEK A,2720,304,860,565,0,1729,69,179,79,0,327,2056,
5,Gwinnett,GOODWINS A,3921,428,1077,646,1,2152,119,256,121,1,497,2649,
6,Gwinnett,DULUTH A,5042,374,1573,1158,1,3106,77,332,178,1,588,3694,
7,Gwinnett,DUNCANS A,4729,374,1755,807,2,2938,106,465,138,0,709,3647,
8,Gwinnett,PUCKETTS A,5692,378,2212,921,0,3511,83,519,175,1,778,4289,
9,Gwinnett,CATES A,2387,225,665,483,1,1374,58,142,95,1,296,1670,
10,Gwinnett,BERKSHIRE A,2555,349,519,360,2,1230,81,128,59,0,268,1498,
11,Gwinnett,BERKSHIRE B,5338,328,1516,964,4,2812,84,341,169,3,597,3409,
12,Gwinnett,DUNCANS C,3040,324,1141,458,1,1924,86,262,104,0,452,2376,
13,Gwinnett,GARNERS A,3520,272,1206,764,1,2243,68,274,98,1,441,2684,
14,Gwinnett,LAWRENCEVILLE A,3635,306,864,524,1,1695,102,237,104,2,445,2140,
15,Gwinnett,LAWRENCEVILLE B,5097,279,1676,749,3,2707,69,401,219,1,690,3397,
16,Gwinnett,MARTINS A,3303,366,783,408,3,1560,87,203,101,3,394,1954,
17,Gwinnett,MARTINS B,3001,308,792,426,0,1526,87,179,84,1,351,1877,
18,Gwinnett,MARTINS C,2549,299,637,456,3,1395,98,167,57,2,324,1719,
19,Gwinnett,PINCKNEYVILLE A,2791,333,585,333,3,1254,103,148,77,2,330,1584,
20,Gwinnett,PINCKNEYVILLE B,3485,313,792,416,5,1526,93,181,84,1,359,1885,
21,Gwinnett,PINCKNEYVILLE C,2082,295,518,550,3,1366,69,94,68,2,233,1599,
22,Gwinnett,PINCKNEYVILLE D,2264,281,462,242,4,989,65,112,47,1,225,1214,
23,Gwinnett,SUGAR HILL A,4654,516,1170,619,3,2308,135,307,150,1,593,2901,
24,Gwinnett,SUGAR HILL B,5596,609,1680,806,6,3101,176,400,170,9,755,3856,
25,Gwinnett,HOG MOUNTAIN A,5011,490,1449,800,1,2740,139,348,114,1,602,3342,
26,Gwinnett,HOG MOUNTAIN B,4583,422,1404,881,3,2710,136,379,159,1,675,3385,
27,Gwinnett,ROCKYCREEK A,5939,567,2036,815,3,3421,164,535,190,0,889,4310,
28,Gwinnett,CATES B,1587,185,466,316,2,969,39,90,49,0,178,1147,
29,Gwinnett,CATES C,2903,273,886,501,2,1662,81,190,106,2,379,2041,
30,Gwinnett,HOG MOUNTAIN D,3179,319,898,530,2,1749,108,242,99,0,449,2198,
31,Gwinnett,BERKSHIRE D,2945,199,918,688,3,1808,63,167,106,1,337,2145,
32,Gwinnett,BERKSHIRE E,1997,190,680,413,1,1284,49,126,74,0,249,1533,
33,Gwinnett,BERKSHIRE F,2254,283,495,377,1,1156,69,85,63,0,217,1373,
34,Gwinnett,CATES D,3755,334,1193,756,1,2284,79,245,126,0,450,2734,
35,Gwinnett,CATES E,2942,292,953,674,2,1921,68,185,106,0,359,2280,
36,Gwinnett,PINCKNEYVILLE E,2184,268,484,263,1,1016,72,102,54,8,236,1252,
37,Gwinnett,PINCKNEYVILLE F,2546,281,539,325,2,1147,69,144,70,1,284,1431,
38,Gwinnett,DUNCANS D,7153,722,2474,1154,2,4352,167,533,204,0,904,5256,
39,Gwinnett,PINCKNEYVILLE H,4536,457,1350,1063,3,2873,103,239,147,1,490,3363,
