index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Gwinnett,HARBINS A,7182,352,1489,495,2,2338,296,1497,822,3,2618,59,98,53,2,212,5168,
1,Gwinnett,ROCKBRIDGE A,3987,104,263,156,0,523,242,1246,623,1,2112,17,41,32,0,90,2725,
2,Gwinnett,DACULA,4777,227,891,239,1,1358,223,1052,591,0,1866,34,79,24,1,138,3362,
3,Gwinnett,SUWANEE A,1737,114,294,132,0,540,86,341,188,0,615,15,35,14,1,65,1220,
4,Gwinnett,BAYCREEK A,2720,233,541,307,0,1081,119,467,348,0,934,31,41,19,0,91,2106,
5,Gwinnett,GOODWINS A,3921,270,536,225,1,1032,234,748,512,1,1495,49,63,39,0,151,2678,
6,Gwinnett,DULUTH A,5042,233,867,441,1,1542,191,967,894,1,2053,31,79,48,0,158,3753,
7,Gwinnett,DUNCANS A,4729,348,1515,473,1,2337,111,689,454,0,1254,23,71,33,1,128,3719,
8,Gwinnett,PUCKETTS A,5692,306,1937,643,1,2887,122,771,467,0,1360,43,91,35,0,169,4416,
9,Gwinnett,CATES A,2387,160,459,304,0,923,97,327,281,1,706,27,34,13,0,74,1703,
10,Gwinnett,BERKSHIRE A,2555,160,221,115,0,496,241,412,309,2,964,29,21,23,0,73,1533,
11,Gwinnett,BERKSHIRE B,5338,113,502,336,3,954,276,1328,824,5,2433,27,88,40,0,155,3542,
12,Gwinnett,DUNCANS C,3040,324,1009,294,1,1628,80,396,267,0,743,16,46,19,0,81,2452,
13,Gwinnett,GARNERS A,3520,196,769,423,1,1389,119,662,428,1,1210,25,66,29,1,121,2720,
14,Gwinnett,LAWRENCEVILLE A,3635,170,478,274,1,923,211,598,364,3,1176,32,36,24,0,92,2191,
15,Gwinnett,LAWRENCEVILLE B,5097,130,604,284,2,1020,197,1422,691,0,2310,24,73,24,1,122,3452,
16,Gwinnett,MARTINS A,3303,121,215,121,2,459,299,740,397,3,1439,37,38,17,1,93,1991,
17,Gwinnett,MARTINS B,3001,114,327,176,0,617,253,599,347,2,1201,33,50,14,0,97,1915,
18,Gwinnett,MARTINS C,2549,168,307,205,1,681,214,479,318,5,1016,18,35,13,0,66,1763,
19,Gwinnett,PINCKNEYVILLE A,2791,107,139,77,3,326,305,574,336,5,1220,26,29,12,0,67,1613,
20,Gwinnett,PINCKNEYVILLE B,3485,113,237,136,2,488,269,725,363,4,1361,34,37,17,1,89,1938,
21,Gwinnett,PINCKNEYVILLE C,2082,247,277,266,1,791,107,315,338,4,764,17,28,22,0,67,1622,
22,Gwinnett,PINCKNEYVILLE D,2264,71,137,73,2,283,251,408,211,2,872,23,27,15,1,66,1221,
23,Gwinnett,SUGAR HILL A,4654,382,836,335,2,1555,224,616,436,3,1279,49,53,23,0,125,2959,
24,Gwinnett,SUGAR HILL B,5596,487,1142,402,12,2043,255,881,541,4,1681,51,86,64,0,201,3925,
25,Gwinnett,HOG MOUNTAIN A,5011,298,713,313,1,1325,296,1025,609,1,1931,48,71,30,0,149,3405,
26,Gwinnett,HOG MOUNTAIN B,4583,376,1022,426,3,1827,162,726,616,2,1506,29,69,32,0,130,3463,
27,Gwinnett,ROCKYCREEK A,5939,444,1463,398,0,2305,249,1071,616,3,1939,48,87,33,0,168,4412,
28,Gwinnett,CATES B,1587,129,320,188,1,638,77,218,173,1,469,23,28,7,0,58,1165,
29,Gwinnett,CATES C,2903,165,301,193,1,660,170,742,393,2,1307,21,34,28,0,83,2050,
30,Gwinnett,HOG MOUNTAIN D,3179,260,665,254,1,1180,131,464,375,1,971,38,37,20,0,95,2246,
31,Gwinnett,BERKSHIRE D,2945,145,481,306,1,933,95,574,480,3,1152,24,53,35,0,112,2197,
32,Gwinnett,BERKSHIRE E,1997,161,442,207,0,810,63,339,268,1,671,12,29,24,0,65,1546,
33,Gwinnett,BERKSHIRE F,2254,163,211,163,0,537,170,356,294,0,820,23,26,13,1,63,1420,
34,Gwinnett,CATES D,3755,218,612,323,0,1153,172,792,541,2,1507,29,44,37,0,110,2770,
35,Gwinnett,CATES E,2942,205,546,322,1,1074,125,564,449,1,1139,36,47,26,0,109,2322,
36,Gwinnett,PINCKNEYVILLE E,2184,105,98,65,2,270,213,455,254,6,928,27,41,19,1,88,1286,
37,Gwinnett,PINCKNEYVILLE F,2546,104,219,113,1,437,228,449,310,2,989,20,31,22,0,73,1499,
38,Gwinnett,DUNCANS D,7153,594,2064,741,3,3402,253,902,667,0,1822,51,95,36,0,182,5406,
39,Gwinnett,PINCKNEYVILLE H,4536,330,712,458,0,1500,206,826,735,2,1769,36,68,51,2,157,3426,
40,Gwinnett,BAYCREEK B,5969,251,637,268,3,1159,403,1688,780,7,2878,42,55,30,0,127,4164,
41,Gwinnett,LAWRENCEVILLE C,3037,284,592,270,0,1146,114,453,310,1,878,31,55,28,0,114,2138,
42,Gwinnett,MARTINS D,2402,89,121,96,3,309,245,435,284,1,965,30,25,9,0,64,1338,
43,Gwinnett,ROCKBRIDGE B,4177,118,319,170,0,607,289,1121,580,1,1991,35,52,23,0,110,2708,
44,Gwinnett,GARNERS B,3178,118,395,218,4,735,167,819,456,1,1443,23,34,23,1,81,2259,
45,Gwinnett,CATES F,1787,196,304,231,0,731,97,283,214,2,596,22,21,14,0,57,1384,
46,Gwinnett,CATES G,2875,199,669,380,0,1248,106,491,386,0,983,17,42,27,0,86,2317,
47,Gwinnett,DULUTH B,3551,246,530,356,3,1135,170,491,516,1,1178,29,43,40,1,113,2426,
48,Gwinnett,GARNERS C,2030,131,287,144,0,562,109,425,250,1,785,21,38,15,1,75,1422,
49,Gwinnett,PINCKNEYVILLE I,2635,103,194,125,0,422,232,540,303,2,1077,22,28,10,0,60,1559,
50,Gwinnett,PINCKNEYVILLE J,2613,68,126,61,0,255,252,608,270,3,1133,23,30,9,0,62,1450,
51,Gwinnett,BERKSHIRE G,2419,159,498,239,0,896,94,510,292,0,896,25,42,19,0,86,1878,
52,Gwinnett,CATES H,3924,107,387,187,0,681,282,901,481,2,1666,30,52,22,0,104,2451,
