index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Terrell,Dawson,3043,63,228,73,0,364,330,657,524,0,1511,1875,
1,Terrell,Sasser,1355,162,363,62,0,587,96,166,91,0,353,940,
2,Terrell,Bronwood,885,115,136,34,0,285,73,117,116,0,306,591,
3,Terrell,Parrott,412,102,64,16,0,182,69,30,38,0,137,319,
4,Terrell,Graves,598,103,121,31,0,255,37,68,74,1,180,435,
5,Terrell,Herod-Dover,301,44,48,13,0,105,43,29,32,0,104,209,
