index,County,Precinct,Registered Voters,Tracy Taylor (Rep)_Election Day Votes,Tracy Taylor (Rep)_Advanced Voting Votes,Tracy Taylor (Rep)_Absentee by Mail Votes,Tracy Taylor (Rep)_Provisional Votes,Tracy Taylor (Rep)_Choice Total,Freddie Powell Sims (I) (Dem)_Election Day Votes,Freddie Powell Sims (I) (Dem)_Advanced Voting Votes,Freddie Powell Sims (I) (Dem)_Absentee by Mail Votes,Freddie Powell Sims (I) (Dem)_Provisional Votes,Freddie Powell Sims (I) (Dem)_Choice Total,Total,
0,Terrell,Dawson,3043,97,242,90,0,429,281,617,504,0,1402,1831,
1,Terrell,Sasser,1355,177,355,62,0,594,75,170,93,0,338,932,
2,Terrell,Bronwood,885,108,131,37,0,276,75,121,112,0,308,584,
3,Terrell,Parrott,412,108,62,16,0,186,48,31,38,0,117,303,
4,Terrell,Graves,598,99,125,31,0,255,40,60,72,0,172,427,
5,Terrell,Herod-Dover,301,53,46,14,0,113,34,30,29,0,93,206,
