County,Fani Willis (Dem)_Election Day Votes,Fani Willis (Dem)_Absentee by Mail Votes,Fani Willis (Dem)_Advanced Voting Votes,Fani Willis (Dem)_Provisional Votes,Fani Willis (Dem)_TOTAL VOTES,Total,
Fulton,46741,120294,259000,2782,428817,428817,
