County,Penny A. Penn (I) (Rep)_Election Day Votes,Penny A. Penn (I) (Rep)_Absentee by Mail Votes,Penny A. Penn (I) (Rep)_Advanced Voting Votes,Penny A. Penn (I) (Rep)_Provisional Votes,Penny A. Penn (I) (Rep)_TOTAL VOTES,Total,
Forsyth,11988,22019,74082,43,108132,108132,
