County,Shannon Wallace (I) (Rep)_Election Day Votes,Shannon Wallace (I) (Rep)_Absentee by Mail Votes,Shannon Wallace (I) (Rep)_Advanced Voting Votes,Shannon Wallace (I) (Rep)_Provisional Votes,Shannon Wallace (I) (Rep)_TOTAL VOTES,Total,
Cherokee,27759,26108,65348,22,119237,119237,
