index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Henry,Locust Grove,6978,435,2294,808,3,3540,129,689,293,0,1111,4651,
1,Henry,Tussahaw,3409,428,959,250,0,1637,164,466,137,0,767,2404,
2,Henry,Sandy Ridge,4875,513,1490,352,3,2358,213,706,179,2,1100,3458,
3,Henry,Westside,6971,528,1476,832,3,2839,130,443,209,3,785,3624,
4,Henry,Lowes,9878,644,2982,1314,5,4945,179,1001,435,2,1617,6562,
5,Henry,South Hampton,5476,352,1765,517,0,2634,128,694,223,2,1047,3681,
6,Henry,North Hampton,7156,435,2251,809,2,3497,125,795,283,0,1203,4700,
7,Henry,Mt Carmel,5335,299,1893,783,0,2975,92,575,229,1,897,3872,
8,Henry,Red Oak,5610,341,2008,750,1,3100,79,522,231,0,832,3932,
9,Henry,Wesley Lakes,6144,404,2000,752,3,3159,116,569,242,2,929,4088,
10,Henry,McDonough,2838,199,864,347,4,1414,63,274,155,0,492,1906,
11,Henry,McMullen,3719,396,1132,329,0,1857,193,555,169,0,917,2774,
12,Henry,East Lake,3389,221,1125,357,0,1703,102,569,189,0,860,2563,
13,Henry,Hickory Flat,5122,332,1752,630,1,2715,101,607,297,0,1005,3720,
14,Henry,Stockbridge East-West,6541,377,1930,945,5,3257,104,550,284,0,938,4195,
15,Henry,Stagecoach,3546,235,1066,369,1,1671,66,397,153,0,616,2287,
16,Henry,Cotton Indian,4785,284,1556,446,4,2290,87,578,204,0,869,3159,
17,Henry,Pleasant Grove,4135,207,1410,488,4,2109,94,626,230,1,951,3060,
18,Henry,Austin Road,3374,163,1225,378,2,1768,44,448,172,1,665,2433,
19,Henry,Swan Lake,3642,253,1064,367,1,1685,86,484,156,0,726,2411,
20,Henry,Shakerag,4047,214,1420,518,2,2154,74,416,206,0,696,2850,
21,Henry,Ellenwood,4275,193,1532,653,1,2379,32,469,213,0,714,3093,
22,Henry,Unity Grove,4850,342,1675,421,0,2438,147,684,211,2,1044,3482,
23,Henry,Shiloh,4077,337,1097,460,4,1898,77,384,135,1,597,2495,
24,Henry,Pates Creek,5214,241,1513,765,3,2522,81,559,319,3,962,3484,
25,Henry,Oakland,4508,298,1436,551,2,2287,119,503,254,0,876,3163,
26,Henry,Lake Dow,5049,404,1580,594,2,2580,141,666,271,0,1078,3658,
27,Henry,Flippen,4430,220,1563,697,0,2480,66,442,289,1,798,3278,
28,Henry,Stockbridge Central,4416,278,1240,468,1,1987,66,412,169,1,648,2635,
29,Henry,Kelleytown,3452,311,1192,351,0,1854,133,521,150,0,804,2658,
30,Henry,Lighthouse,3693,221,1157,418,0,1796,72,498,223,0,793,2589,
31,Henry,Dutchtown,2751,186,815,354,2,1357,72,322,185,0,579,1936,
32,Henry,Mt Bethel,3535,540,993,240,1,1774,213,411,126,0,750,2524,
33,Henry,Grove Park,4079,312,1177,380,2,1871,116,491,128,0,735,2606,
34,Henry,Lake Haven,4260,321,1328,442,2,2093,128,574,197,0,899,2992,
35,Henry,McDonough Central,4250,238,1333,522,0,2093,62,468,257,0,787,2880,
36,Henry,Timberridge,2096,210,682,230,2,1124,107,281,96,0,484,1608,
