index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Henry,Locust Grove,6978,214,1037,228,2,1481,344,2007,864,1,3216,29,60,32,0,121,4818,
1,Henry,Tussahaw,3409,540,1291,242,0,2073,75,205,147,0,427,18,22,13,0,53,2553,
2,Henry,Sandy Ridge,4875,608,1755,262,2,2627,138,500,273,3,914,19,57,9,0,85,3626,
3,Henry,Westside,6971,127,318,127,0,572,524,1629,903,7,3063,29,50,49,0,128,3763,
4,Henry,Lowes,9878,279,1416,327,1,2023,546,2653,1384,4,4587,31,59,38,0,128,6738,
5,Henry,South Hampton,5476,215,1267,196,1,1679,260,1232,547,1,2040,20,57,18,0,95,3814,
6,Henry,North Hampton,7156,223,1315,290,0,1828,343,1768,809,2,2922,19,74,26,0,119,4869,
7,Henry,Mt Carmel,5335,100,499,162,0,761,298,2013,844,1,3156,10,31,22,0,63,3980,
8,Henry,Red Oak,5610,95,355,152,0,602,341,2188,816,1,3346,10,43,18,0,71,4019,
9,Henry,Wesley Lakes,6144,118,578,177,1,874,405,2032,815,5,3257,20,38,23,0,81,4212,
10,Henry,McDonough,2838,89,332,99,0,520,173,830,409,6,1418,13,14,3,0,30,1968,
11,Henry,McMullen,3719,471,1201,217,0,1889,126,540,277,0,943,19,28,16,0,63,2895,
12,Henry,East Lake,3389,244,1285,313,0,1842,91,482,238,0,811,14,27,12,0,53,2706,
13,Henry,Hickory Flat,5122,139,817,261,0,1217,301,1603,670,1,2575,11,39,27,0,77,3869,
14,Henry,Stockbridge East-West,6541,102,373,179,4,658,370,2128,1052,1,3551,19,62,23,0,104,4313,
15,Henry,Stagecoach,3546,108,632,158,1,899,194,860,355,2,1411,14,32,16,0,62,2372,
16,Henry,Cotton Indian,4785,181,890,225,1,1297,193,1303,424,2,1922,13,41,15,1,70,3289,
17,Henry,Pleasant Grove,4135,188,1108,276,1,1573,126,973,441,4,1544,9,42,14,0,65,3182,
18,Henry,Austin Road,3374,76,527,150,0,753,130,1170,399,2,1701,9,33,12,0,54,2508,
19,Henry,Swan Lake,3642,188,906,189,0,1283,158,691,330,2,1181,13,39,16,0,68,2532,
20,Henry,Shakerag,4047,50,212,67,0,329,236,1639,649,2,2526,8,33,13,0,54,2909,
21,Henry,Ellenwood,4275,51,319,111,0,481,176,1718,737,1,2632,5,29,17,0,51,3164,
22,Henry,Unity Grove,4850,413,1773,283,1,2470,102,654,342,1,1099,15,45,13,0,73,3642,
23,Henry,Shiloh,4077,107,459,131,0,697,302,1049,470,6,1827,16,40,18,2,76,2600,
24,Henry,Pates Creek,5214,133,861,405,3,1402,188,1248,683,3,2122,15,28,20,0,63,3587,
25,Henry,Oakland,4508,206,939,280,1,1426,217,1049,522,1,1789,14,40,13,0,67,3282,
26,Henry,Lake Dow,5049,388,1426,393,1,2208,168,890,464,1,1523,27,34,21,0,82,3813,
27,Henry,Flippen,4430,103,574,266,1,944,185,1469,717,0,2371,13,24,14,0,51,3366,
28,Henry,Stockbridge Central,4416,78,431,149,0,658,273,1218,485,2,1978,8,52,22,0,82,2718,
29,Henry,Kelleytown,3452,335,1067,220,0,1622,121,688,292,0,1101,15,29,10,0,54,2777,
30,Henry,Lighthouse,3693,124,584,196,0,904,177,1114,436,0,1727,8,36,22,0,66,2697,
31,Henry,Dutchtown,2751,123,602,208,0,933,132,565,332,2,1031,15,22,11,0,48,2012,
32,Henry,Mt Bethel,3535,624,1068,159,1,1852,151,391,206,0,748,20,21,8,0,49,2649,
33,Henry,Grove Park,4079,257,1009,170,1,1437,190,710,340,1,1241,14,34,11,0,59,2737,
34,Henry,Lake Haven,4260,280,1031,253,2,1566,179,909,374,0,1462,15,29,16,0,60,3088,
35,Henry,McDonough Central,4250,88,749,318,0,1155,206,1084,484,0,1774,14,42,13,0,69,2998,
36,Henry,Timberridge,2096,237,575,137,2,951,76,404,176,0,656,11,15,11,0,37,1644,
